,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
1716,1715,Skylanders SWAP Force,Microsoft Xbox 360,Activision,Unknown,,,1.36,2013
1725,1724,Burnout Paradise,Microsoft Xbox 360,Electronic Arts,Criterion,8.9,,1.35,2008
1732,1731,The Simpsons: Hit & Run,Microsoft Xbox,VU Games,Radical Entertainment,,,1.35,2003
1734,1733,Watch Dogs 2,Microsoft Xbox One,Ubisoft,Ubisoft,8.1,7.3,1.35,2016
1736,1735,FIFA Soccer 08,Microsoft Xbox 360,EA Sports,EA Canada,7.9,,1.35,2007
1739,1738,Devil May Cry 4,Microsoft Xbox 360,Capcom,Capcom,8.5,,1.34,2008
1743,1742,Doom 3,Microsoft Xbox,Activision,Vicarious Visions,9.3,,1.34,2005
1755,1754,Alan Wake,Microsoft Xbox 360,Microsoft,Remedy Entertainment,8.3,,1.33,2010
1769,1768,Skylanders Giants,Microsoft Xbox 360,Activision,Toys for Bob,8.0,,1.32,2012
1770,1769,UFC Undisputed 2010,Microsoft Xbox 360,THQ,Yuke's Future Media Creators,8.6,,1.32,2010
1782,1781,The LEGO Movie Videogame,Microsoft Xbox 360,Warner Bros,TT Fusion,6.5,,1.32,2014
1784,1783,FIFA 14,Microsoft Xbox One,EA Sports,EA Canada,9.1,5.8,1.31,2013
1792,1791,[Prototype],Microsoft Xbox 360,Activision,Radical Entertainment,7.9,,1.31,2009
1794,1793,The Beatles: Rock Band,Microsoft Xbox 360,MTV Games,Harmonix Music Systems,8.9,,1.31,2009
1796,1795,Burnout 3: Takedown,Microsoft Xbox,Electronic Arts,Criterion Games,9.3,,1.31,2004
1823,1822,Watch Dogs,Microsoft Xbox 360,Ubisoft,Ubisoft Montreal,,,1.29,2014
1852,1851,NBA 2K9,Microsoft Xbox 360,2K Sports,Visual Concepts,8.3,,1.27,2008
1853,1852,WWE '12,Microsoft Xbox 360,THQ,"Yuke's Co., Ltd.",7.5,,1.27,2011
1854,1853,Tony Hawk's Underground,Microsoft Xbox,Activision,Neversoft Entertainment,9.2,,1.27,2003
1857,1856,WWE '13,Microsoft Xbox 360,THQ,Unknown,8.4,,1.27,2012
1859,1858,Destiny: The Taken King,Microsoft Xbox One,Activision,Bungie,8.9,5.2,1.27,2015
1871,1870,Dark Souls,Microsoft Xbox 360,Namco Bandai,From Software,9.1,,1.26,2011
1885,1884,Dead or Alive 4,Microsoft Xbox 360,Tecmo,Team Ninja,8.6,,1.25,2005
1891,1890,Need for Speed: Most Wanted,Microsoft Xbox 360,Electronic Arts,Electronic Arts,8.4,,1.25,2005
1905,1904,LEGO The Lord of the Rings,Microsoft Xbox 360,Warner Bros,Unknown,6.8,,1.24,2012
1907,1906,Battlefield: Hardline,Microsoft Xbox One,Electronic Arts,EA DICE,,,1.24,2015
1909,1908,Dark Souls III,Microsoft Xbox One,Namco Bandai Games,From Software,8.7,8.6,1.24,2016
1913,1912,Star Wars Episode III: Revenge of the Sith,Microsoft Xbox,LucasArts,The Collective,,,1.24,2005
1918,1917,Crash Bandicoot: The Wrath of Cortex,Microsoft Xbox,Universal Interactive,Traveller's Tales,6.7,,1.23,2002
1920,1919,Guitar Hero: Aerosmith,Microsoft Xbox 360,Activision,Neversoft,7.6,,1.23,2008
1941,1940,Max Payne,Microsoft Xbox,Rockstar Games,neo Software,8.6,,1.22,2001
1946,1945,Fuzion Frenzy,Microsoft Xbox,Microsoft,Blitz Games,8.3,,1.21,2001
1947,1946,Call of Duty: Finest Hour,Microsoft Xbox,Activision,Spark Unlimited,7.3,,1.21,2004
1951,1950,Just Dance 4,Microsoft Xbox 360,Ubisoft,Ubisoft,,,1.21,2012
1969,1968,Minecraft: Story Mode,Microsoft Xbox 360,Mojang,Telltale Games,,,1.2,2015
1980,1979,Ninja Gaiden,Microsoft Xbox,Tecmo,Team Ninja,9.4,,1.2,2004
1989,1988,Enter the Matrix,Microsoft Xbox,Atari,Shiny Entertainment,7.2,,1.2,2003
2006,2005,Hitman 2: Silent Assassin,Microsoft Xbox,Eidos Interactive,IO Interactive,8.4,,1.19,2002
2025,2024,Medal of Honor: Warfighter,Microsoft Xbox 360,Electronic Arts,Danger Close Games,,,1.18,2012
2038,2037,Medal of Honor: Rising Sun,Microsoft Xbox,Electronic Arts,EA Los Angeles,7.5,,1.17,2003
2040,2039,Sunset Overdrive,Microsoft Xbox One,Microsoft,Insomniac Games,8.0,7.8,1.16,2014
2046,2045,Your Shape: Fitness Evolved 2012,Microsoft Xbox 360,Ubisoft,Ubisoft Montreal,7.5,,1.16,2011
2048,2047,Mirror's Edge,Microsoft Xbox 360,Electronic Arts,EA Digital Illusions CE,7.6,,1.16,2008
2061,2060,Sniper: Ghost Warrior,Microsoft Xbox 360,City Interactive,City Interactive,4.3,,1.16,2010
2062,2061,LEGO Star Wars: The Video Game,Microsoft Xbox,Eidos Interactive,Traveller's Tales,8.0,,1.16,2005
2077,2076,Ninja Gaiden II,Microsoft Xbox 360,Microsoft,Team Ninja,8.2,,1.15,2008
2081,2080,Middle-Earth: Shadow of War,Microsoft Xbox One,Warner Bros,Monolith Productions,,,1.15,2017
2082,2081,Lego Marvel Super Heroes,Microsoft Xbox One,Warner Bros,Traveller's Tales,,,1.15,2013
2096,2095,Mortal Kombat,Microsoft Xbox 360,Warner Bros. Interactive,NetherRealm Studios,8.3,,1.14,2011
2105,2104,The Lord of the Rings: The Return of the King,Microsoft Xbox,Electronic Arts,"Hypnos Entertainment, Inc.",8.8,,1.14,2003
2106,2105,Final Fantasy XV,Microsoft Xbox One,Square Enix,Square Enix,8.3,7.7,1.14,2016
2113,2112,MechAssault,Microsoft Xbox,Microsoft,Day 1 Studios,9.2,,1.13,2002
2114,2113,NCAA Football 14,Microsoft Xbox 360,EA Sports,EA Tiburon,7.6,,1.13,2013
2118,2117,Rocksmith,Microsoft Xbox 360,Ubisoft,Ubisoft,8.0,,1.13,2011
2119,2118,Plants vs Zombies: Garden Warfare,Microsoft Xbox 360,Electronic Arts,PopCap Games,8.0,,1.13,2014
2120,2119,Tom Clancy's Rainbow Six 3: Black Arrow,Microsoft Xbox,Ubisoft,Ubisoft Montreal,9.3,,1.13,2004
2125,2124,Guitar Hero 5,Microsoft Xbox 360,Activision,Neversoft Entertainment,9.0,,1.13,2009
2137,2136,Call Of Duty 2: Big Red One,Microsoft Xbox,Activision,Treyarch,,,1.12,2005
2145,2144,WWE 2K14,Microsoft Xbox 360,2K Sports,Yuke's,7.6,,1.12,2013
2149,2148,Dragon Age II,Microsoft Xbox 360,Electronic Arts,BioWare Corp.,8.0,,1.12,2011
2150,2149,Spider-Man 2,Microsoft Xbox,Activision,Treyarch,7.7,,1.12,2004
2151,2150,Crackdown 2,Microsoft Xbox 360,Microsoft,Ruffian Games,7.5,,1.12,2010
2156,2155,Disney Infinity 2.0: Marvel Super Heroes,Microsoft Xbox 360,Disney Interactive Studios,Avalanche Software,,,1.11,2014
2160,2159,Tom Clancy's Splinter Cell: Chaos Theory,Microsoft Xbox,Ubisoft,Ubisoft Montreal,9.4,,1.11,2005
2167,2166,Mafia III,Microsoft Xbox One,2K Games,Hangar 13,6.8,4.8,1.11,2016
2168,2167,Red Dead Redemption: Undead Nightmare,Microsoft Xbox 360,Rockstar Games,Rockstar San Diego,10.0,,1.11,2010
2171,2170,NCAA Football 13,Microsoft Xbox 360,EA Sports,EA Tiburon,7.5,,1.11,2012
2198,2197,Sonic Free Riders,Microsoft Xbox 360,Sega,O-TWO inc.,4.9,,1.1,2010
2208,2207,Medal of Honor: Airborne,Microsoft Xbox 360,Electronic Arts,EA Los Angeles,7.9,,1.1,2007
2210,2209,DJ Hero,Microsoft Xbox 360,Activision,FreeStyleGames,8.4,,1.09,2009
2224,2223,Madden NFL 2004,Microsoft Xbox,EA Sports,EA Tiburon,9.4,,1.09,2003
2226,2225,Bully: Scholarship Edition,Microsoft Xbox 360,Rockstar Games,Rockstar Vancouver/Mad Doc Software,8.1,10.0,1.09,2008
2234,2233,Skate 2,Microsoft Xbox 360,Electronic Arts,EA Black Box,8.2,,1.09,2009
2256,2255,Marvel vs. Capcom 3: Fate of Two Worlds,Microsoft Xbox 360,Capcom,Capcom,8.4,,1.07,2011
2265,2264,Dragon Ball: Xenoverse 2,Microsoft Xbox One,Namco Bandai Games,Dimps Corporation,7.3,7.9,1.07,2016
2269,2268,Pro Evolution Soccer 2008,Microsoft Xbox 360,Konami,Konami,8.6,,1.07,2008
2270,2269,Tomb Raider: Underworld,Microsoft Xbox 360,Eidos Interactive,Crystal Dynamics,7.5,,1.07,2008
2294,2293,Aliens vs Predator,Microsoft Xbox 360,Sega,Rebellion Developments,6.0,,1.06,2010
2298,2297,Darksiders,Microsoft Xbox 360,THQ,Vigil Games,7.8,,1.06,2010
2300,2299,Mercenaries 2: World in Flames,Microsoft Xbox 360,Electronic Arts,Pandemic Studios,7.1,,1.06,2008
2325,2324,The Simpsons: Road Rage,Microsoft Xbox,Electronic Arts,Radical Entertainment,,,1.05,2001
2328,2327,Forza Motorsport,Microsoft Xbox,Microsoft,Turn 10 Studios,9.2,,1.05,2005
2335,2334,WWE SmackDown vs. Raw 2010,Microsoft Xbox 360,THQ,JAKKS Pacific,8.2,,1.04,2009
2351,2350,LEGO Pirates of the Caribbean: The Video Game,Microsoft Xbox 360,Disney Interactive Studios,Traveller's Tales,7.2,,1.04,2011
2352,2351,Need for Speed: Most Wanted,Microsoft Xbox,Electronic Arts,EA Canada,,,1.04,2005
2354,2353,Diablo III: Ultimate Evil Edition,Microsoft Xbox One,Blizzard Entertainment,Blizzard Entertainment,8.6,7.8,1.04,2014
2356,2355,Brink,Microsoft Xbox 360,Bethesda Softworks,Splash Damage,6.8,,1.04,2011
2359,2358,The Simpsons Game,Microsoft Xbox 360,Electronic Arts,EA Redwood Shores,6.9,,1.04,2007
2360,2359,Resident Evil VII: Biohazard,Microsoft Xbox One,Capcom,Capcom,7.9,,1.04,2017
2374,2373,Just Dance 2014,Microsoft Xbox 360,Ubisoft,Ubisoft Paris,7.6,,1.03,2013
2376,2375,The Elder Scrolls III: Morrowind Game of the Year Edition,Microsoft Xbox,Bethesda Softworks,Bethesda Softworks,8.3,,1.03,2003
2380,2379,LEGO Indiana Jones 2: The Adventure Continues,Microsoft Xbox 360,LucasArts,Traveller's Tales,6.0,,1.02,2009
2387,2386,Bulletstorm,Microsoft Xbox 360,Electronic Arts,People Can Fly,8.5,,1.02,2011
2389,2388,Assassin's Creed: Rogue,Microsoft Xbox 360,Ubisoft,Ubisoft Sofia,,,1.02,2014
2390,2389,Madden NFL 07,Microsoft Xbox,EA Sports,EA Tiburon,8.4,,1.02,2006
2397,2396,NBA 2K16,Microsoft Xbox 360,2K Sports,Visual Concepts,,,1.01,2015
2402,2401,Just Cause 3,Microsoft Xbox One,Square Enix,Avalanche Studios,7.0,6.9,1.01,2015
2405,2404,Madden NFL 16,Microsoft Xbox 360,EA Sports,EA Tiburon,8.0,,1.01,2015
2411,2410,Prince of Persia,Microsoft Xbox 360,Ubisoft,Ubisoft Montreal,8.2,6.0,1.01,2008
2412,2411,LEGO Jurassic World,Microsoft Xbox 360,Warner Bros,Traveller's Tales,,,1.01,2015
2413,2412,LEGO Harry Potter: Years 5-7,Microsoft Xbox 360,Warner Bros. Interactive,Traveller's Tales,8.0,,1.01,2011
2414,2413,NBA 2K10,Microsoft Xbox 360,2K Sports,Visual Concepts,8.4,,1.01,2009
2417,2416,Far Cry: Primal,Microsoft Xbox One,Ubisoft,Ubisoft Montreal,7.8,,1.0,2016
2422,2421,PES 2009: Pro Evolution Soccer,Microsoft Xbox 360,Konami,Konami,,,1.0,2008
2424,2423,UFC Undisputed 3,Microsoft Xbox 360,THQ,Yukie's Osaka,9.0,,1.0,2012
2444,2443,Forza Motorsport 6,Microsoft Xbox One,Microsoft,Turn 10 Studios,8.7,7.7,1.0,2015
2461,2460,Rise of the Tomb Raider,Microsoft Xbox One,Square Enix,Crystal Dynamics,8.6,8.0,1.0,2015
2470,2469,Tom Clancy's Ghost Recon Advanced Warfighter 2,Microsoft Xbox 360,Ubisoft,Red Storm Entertainment / Ubisoft Paris,8.7,,1.0,2007
2474,2473,Viva Pinata,Microsoft Xbox 360,Microsoft,Rare Ltd.,8.4,,1.0,2006
2477,2476,SoulCalibur II,Microsoft Xbox,Namco,Namco,,,1.0,2003
2478,2477,Dead Space 3,Microsoft Xbox 360,Electronic Arts,Visceral Games,7.8,,1.0,2013
2479,2478,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),Microsoft Xbox 360,Konami,Konami Computer Entertainment Tokyo,,,1.0,2007
2482,2481,Tom Clancy's Splinter Cell: Blacklist,Microsoft Xbox 360,Ubisoft,Ubisoft Toronto,8.4,,1.0,2013
2488,2487,NCAA Football 12,Microsoft Xbox 360,EA Sports,EA Tiburon,7.8,,1.0,2011
2489,2488,NFL Fever 2002,Microsoft Xbox,Microsoft,Microsoft,7.9,,0.99,2001
2498,2497,Rocksmith 2014,Microsoft Xbox 360,Ubisoft,Ubisoft San Francisco,8.4,,0.99,2013
2501,2500,Dragon Age: Inquisition,Microsoft Xbox One,Electronic Arts,BioWare Edmonton,8.5,7.0,0.99,2014
2505,2504,Army of Two: The 40th Day,Microsoft Xbox 360,Electronic Arts,EA Montreal,7.1,,0.99,2010
2530,2529,NCAA Football 06,Microsoft Xbox,EA Sports,EA Tiburon,9.2,,0.97,2005
2533,2532,Brutal Legend,Microsoft Xbox 360,Electronic Arts,Double Fine Productions,8.5,,0.97,2009
2541,2540,FIFA Soccer 2005,Microsoft Xbox,EA Sports,EA Canada,8.6,,0.97,2004
2542,2541,Skylanders: Spyro's Adventure,Microsoft Xbox 360,Activision,Toys for Bob,,,0.97,2011
2556,2555,Sea of Thieves,Microsoft Xbox One,Microsoft,Rare Ltd.,6.9,7.0,0.96,2018
2571,2570,Mortal Kombat: Deadly Alliance,Microsoft Xbox,Midway Games,Midway,8.6,,0.96,2002
2572,2571,South Park: The Stick of Truth,Microsoft Xbox 360,Ubisoft,Obsidian Entertainment,9.0,,0.96,2014
2579,2578,ESPN NBA 2K5,Microsoft Xbox,Sega,Visual Concepts,8.1,,0.95,2004
2581,2580,Sonic Unleashed,Microsoft Xbox 360,Sega,Sonic Team,5.6,,0.95,2008
2595,2594,Wipeout: In The Zone,Microsoft Xbox 360,Activision,Activision,,,0.95,2011
