,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
3169,369,Destiny 2,Sony Playstation 4,Activision,Bungie,8.5,4.9,4.14,2017
73,370,Super Mario World 2: Yoshi's Island,SNES,Nintendo,Nintendo EAD,9.0,,4.12,1995
3170,371,Batman: Arkham Knight,Sony Playstation 4,Warner Bros,Rocksteady Studios,8.1,7.8,4.11,2015
3171,372,FIFA 07 Soccer,Sony PlayStation 2,EA Sports,Team Fusion,8.4,,4.11,2006
74,375,Street Fighter II Turbo,SNES,Capcom,Capcom,9.0,,4.1,1993
8826,376,Fallout: New Vegas,Microsoft Xbox 360,Bethesda Softworks,Obsidian Entertainment,8.2,,4.08,2010
75,380,Carnival Games,Nintendo Wii,Global Star Software,Cat Daddy Games,4.2,,4.06,2007
3172,378,Assassin's Creed Origins,Sony Playstation 4,Ubisoft,Ubisoft Montreal,8.1,7.2,4.06,2017
3173,379,Far Cry 4,Sony Playstation 4,Ubisoft,Ubisoft Montreal,8.4,7.7,4.06,2014
3174,381,World Soccer Winning Eleven 9,Sony PlayStation 2,Konami,Konami Computer Entertainment Tokyo,8.9,,4.06,2006
3175,383,Namco Museum Vol.3,Sony PlayStation,Namco,Namco,,,4.05,1997
3176,384,Tekken Tag Tournament,Sony PlayStation 2,Namco,Namco,8.7,,4.05,2000
8827,382,Forza Motorsport 2,Microsoft Xbox 360,Microsoft,Turn 10 Studios,9.1,,4.05,2007
76,385,Golf,NES,Nintendo,Nintendo,,,4.01,1985
77,386,Super Mario Maker,Nintendo Wii U,Nintendo,Nintendo EAD,8.8,8.7,4.01,2015
78,391,Just Dance,Nintendo Wii,Ubisoft,Ubisoft Paris,5.4,,4.0,2009
79,393,Star Fox 64,Nintendo 64,Nintendo,Nintendo EAD,9.0,,4.0,1997
3177,390,EyeToy Play,Sony PlayStation 2,Sony,SCEE London Studio,7.5,,4.0,2003
3178,392,Monster Hunter: World,Sony Playstation 4,Capcom,Capcom,9.3,9.0,4.0,2018
3179,394,The Last of Us: Part II,Sony Playstation 4,Sony,Naughty Dog,9.4,5.6,4.0,2020
3180,396,Fallout 3,Sony PlayStation 3,Bethesda Softworks,Bethesda Game Studios,8.8,,4.0,2008
3181,399,Namco Museum: 50th Anniversary,Sony PlayStation 2,Namco,Digital Eclipse,5.0,,3.98,2005
3182,400,NBA 2K16,Sony Playstation 4,2K Sports,Visual Concepts,8.7,6.7,3.98,2015
8828,401,Left 4 Dead 2,Microsoft Xbox 360,Electronic Arts,Certain Affinity / Valve Software,9.0,,3.97,2009
3183,402,Far Cry 5,Sony Playstation 4,Ubisoft,Ubisoft,7.9,6.8,3.95,2018
3184,403,Battlefield 4,Sony Playstation 4,Electronic Arts,EA DICE,8.3,7.0,3.94,2013
3185,404,Assassin's Creed IV: Black Flag,Sony PlayStation 3,Ubisoft,Ubisoft Montreal,8.7,,3.94,2013
80,405,EA Sports Active,Nintendo Wii,EA Sports,EA Vancouver,8.3,,3.93,2009
81,409,Dragon Quest III,NES,Enix,ChunSoft,,8.0,3.9,1992
3186,410,Tony Hawk's Underground,Sony PlayStation 2,Activision,Neversoft Entertainment,8.7,,3.9,2003
82,411,Just Dance 2014,Nintendo Wii,Ubisoft,Ubisoft Paris,7.4,,3.89,2013
3187,413,Sports Champions,Sony PlayStation 3,Sony,SCE San Diego Studio,7.6,,3.88,2010
3188,414,World Soccer Winning Eleven 8 International,Sony PlayStation 2,Konami,Konami Computer Entertainment Tokyo,9.3,,3.85,2005
3189,415,Namco Museum Vol.1,Sony PlayStation,Namco,Namco,,,3.84,1996
3190,417,Resident Evil VII: Biohazard,Sony Playstation 4,Capcom,Capcom,8.6,,3.83,2017
3191,423,Madden NFL 20,Sony Playstation 4,EA Sports,EA Tiburon,7.6,1.5,3.78,2019
3192,419,Gran Turismo Sport,Sony Playstation 4,Sony,Polyphony Digital,7.5,6.0,3.77,2017
8829,420,LEGO Indiana Jones: The Original Adventures,Microsoft Xbox 360,LucasArts,Traveller's Tales,7.5,,3.76,2008
3193,424,Harry Potter and the Sorcerer's Stone,Sony PlayStation,Electronic Arts,Argonaut Games,8.0,,3.73,2001
3194,427,Spyro: Year of the Dragon,Sony PlayStation,Sony,Insomniac Games,9.1,,3.71,2000
8830,426,FIFA 17,Microsoft Xbox One,Electronic Arts,EA Canada,8.8,5.1,3.71,2016
3195,428,FIFA Soccer 2005,Sony PlayStation 2,EA Sports,EA Canada,8.4,,3.7,2004
83,430,The Legend of Zelda: Skyward Sword,Nintendo Wii,Nintendo,Nintendo EAD,9.4,,3.67,2011
3196,431,Tony Hawk's Pro Skater 4,Sony PlayStation 2,Activision,Neversoft Entertainment,9.6,,3.67,2002
84,434,Banjo-Kazooie,Nintendo 64,Nintendo,Rare Ltd.,9.3,9.4,3.65,1998
3197,435,SOCOM: U.S. Navy SEALs,Sony PlayStation 2,Sony,Zipper Interactive,8.0,,3.65,2002
3198,436,Battlefield 4,Sony PlayStation 3,Electronic Arts,EA DICE,8.7,,3.64,2013
3199,437,Jak and Daxter: The Precursor Legacy,Sony PlayStation 2,Sony,Naughty Dog,9.0,8.9,3.64,2001
85,438,Pokemon Snap,Nintendo 64,Nintendo,HAL Laboratory,7.9,,3.63,1999
3200,439,Pro Evolution Soccer 2008,Sony PlayStation 2,Konami,Konami,8.2,,3.63,2008
3201,440,FIFA Soccer 10,Sony PlayStation 3,EA Sports,EA Canada,9.0,,3.63,2009
86,441,Guitar Hero: World Tour,Nintendo Wii,Activision,Vicarious Visions,8.4,,3.62,2008
8831,442,Gears of War: Ultimate Edition,Microsoft Xbox One,Microsoft,The Coalition,8.2,7.6,3.62,2015
3202,443,Star Wars Battlefront,Sony PlayStation 2,LucasArts,Pandemic Studios,8.1,,3.61,2004
3203,445,The Simpsons: Road Rage,Sony PlayStation 2,Electronic Arts,Radical Entertainment,6.1,,3.61,2001
3204,447,Assassin's Creed Syndicate,Sony Playstation 4,Ubisoft,Ubisoft Quebec,8.6,6.9,3.6,2015
3205,448,Star Wars Battlefront II,Sony PlayStation 2,LucasArts,Pandemic Studios,8.5,,3.59,2005
3206,452,WWF SmackDown!,Sony PlayStation,THQ,Yuke's,,,3.58,2000
8832,449,Assassin's Creed: Unity,Microsoft Xbox One,Ubisoft,Ubisoft Montreal,,,3.58,2014
3207,453,Croc: Legend of the Gobbos,Sony PlayStation,Fox Interactive,Argonaut Games,7.6,,3.56,1997
3208,455,Grand Theft Auto: Liberty City Stories,Sony PlayStation 2,Rockstar Games,Rockstar Leeds,8.3,,3.54,2006
3209,456,The Getaway,Sony PlayStation 2,Sony,Team Soho,7.7,,3.54,2003
3210,457,Tomb Raider III: Adventures of Lara Croft,Sony PlayStation,Eidos Interactive,Core Design Ltd.,8.2,,3.54,1998
8833,454,Battlefield 4,Microsoft Xbox 360,Electronic Arts,EA DICE,8.7,,3.54,2013
8834,458,Batman: Arkham Asylum,Microsoft Xbox 360,Eidos Interactive,Rocksteady Studios,9.1,,3.54,2009
3211,460,James Bond 007: Agent Under Fire,Sony PlayStation 2,Electronic Arts,EA Redwood Shores,7.9,,3.53,2001
3212,461,LEGO Star Wars: The Video Game,Sony PlayStation 2,Eidos Interactive,Traveller's Tales,7.9,,3.53,2005
8835,459,Assassin's Creed: Brotherhood,Microsoft Xbox 360,Ubisoft,Ubisoft Montreal,9.1,,3.53,2010
8836,462,Resident Evil 5,Microsoft Xbox 360,Capcom,Capcom,8.6,,3.53,2009
3213,463,Rugrats in Paris: The Movie,Sony PlayStation,THQ,Avalanche Software,,,3.52,2000
3214,464,NBA 2K17,Sony Playstation 4,2K Sports,Visual Concepts,9.0,6.4,3.52,2016
3215,466,Spyro 2: Ripto's Rage!,Sony PlayStation,Sony,Insomniac Games,8.7,,3.52,1999
8837,465,FIFA Soccer 11,Microsoft Xbox 360,EA Sports,EA Canada,8.7,,3.52,2010
8838,467,Left 4 Dead,Microsoft Xbox 360,Valve Corporation,Certain Affinity / Valve Software,8.7,9.0,3.52,2008
87,468,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,Nintendo,Rare Ltd.,8.8,,3.51,1996
88,471,Kung Fu,NES,Nintendo,Irem Software Engineering,,,3.5,1985
3216,470,Final Fantasy VII Remake,Sony Playstation 4,Square Enix,Square Enix,8.7,8.1,3.5,2020
3217,472,Resident Evil 3: Nemesis,Sony PlayStation,Capcom,Capcom,9.4,,3.5,1999
8839,469,Fable II,Microsoft Xbox 360,Microsoft,Lionhead Studios,9.0,9.3,3.5,2008
3218,474,FIFA Soccer 2004,Sony PlayStation 2,EA Sports,EA Canada,8.0,,3.49,2003
3219,476,Mortal Kombat X,Sony Playstation 4,Warner Bros,NetherRealm Studios,8.3,7.8,3.49,2015
8840,477,Battlefield: Bad Company 2,Microsoft Xbox 360,Electronic Arts,EA Digital Illusions CE,9.0,9.3,3.48,2010
8841,478,Borderlands,Microsoft Xbox 360,2K Games,Gearbox Software,8.3,,3.48,2009
3220,482,Dragon Ball Z: Budokai,Sony PlayStation 2,Atari,Dimps Corporation,,,3.46,2002
3221,485,Tekken 4,Sony PlayStation 2,Namco,Namco,7.9,,3.44,2002
8842,483,Halo: The Master Chief Collection,Microsoft Xbox One,Microsoft,343 Industries,8.5,7.4,3.44,2014
8843,484,LEGO Batman: The Videogame,Microsoft Xbox 360,Warner Bros,Traveller's Tales,7.5,,3.44,2008
3222,486,FIFA 14,Sony Playstation 4,EA Sports,EA Canada,9.1,6.3,3.43,2013
3223,488,LittleBigPlanet 2,Sony PlayStation 3,Sony,Media Molecule,9.1,,3.43,2011
3224,489,Grand Theft Auto 2,Sony PlayStation,Rockstar Games,DMA Design,6.9,,3.42,1999
3225,491,Spider-Man 2,Sony PlayStation 2,Activision,Treyarch,7.9,,3.41,2004
8844,490,Destiny,Microsoft Xbox One,Activision,Bungie,8.3,5.5,3.41,2014
3226,495,FIFA Soccer 2003,Sony PlayStation 2,EA Sports,EA Canada,8.3,,3.4,2002
3227,496,Crash Bash,Sony PlayStation,Sony,Eurocom Entertainment Software,6.8,,3.39,2000
8845,497,Gears of War 4,Microsoft Xbox One,Microsoft,The Coalition,8.4,6.9,3.38,2016
89,501,The Legend of Zelda: Majora's Mask,Nintendo 64,Nintendo,Nintendo EAD,9.3,,3.36,2000
3228,499,The Elder Scrolls V: Skyrim Special Edition,Sony Playstation 4,Bethesda Softworks,Bethesda Softworks,8.3,7.1,3.36,2016
3229,500,Watch Dogs 2,Sony Playstation 4,Ubisoft,Ubisoft,8.2,7.7,3.36,2016
3230,502,WWF War Zone,Sony PlayStation,Acclaim Entertainment,Iguana Entertainment,,,3.36,1998
90,506,Big Brain Academy: Wii Degree,Nintendo Wii,Nintendo,Nintendo EAD,7.1,,3.34,2007
3231,505,NBA 2K18,Sony Playstation 4,2K Sports,Visual Concepts,8.1,1.7,3.34,2017
3232,507,Rugrats: Search For Reptar,Sony PlayStation,THQ,n-Space,,,3.34,1998
8846,504,Assassin's Creed IV: Black Flag,Microsoft Xbox 360,Ubisoft,Ubisoft Montreal,8.5,,3.34,2013
91,508,Luigi's Mansion,Nintendo GameCube,Nintendo,Nintendo EAD,7.9,,3.33,2001
3233,509,James Bond 007: Nightfire,Sony PlayStation 2,Electronic Arts,Eurocom Entertainment Software,,,3.33,2002
3234,510,Ratchet & Clank,Sony PlayStation 2,Sony,Insomniac Games,,,3.33,2002
3235,511,Star Wars Episode III: Revenge of the Sith,Sony PlayStation 2,LucasArts,The Collective,,,3.32,2005
3236,512,Max Payne,Sony PlayStation 2,Rockstar Games,Remedy Entertainment,8.1,,3.31,2001
3237,513,Madden NFL 16,Sony Playstation 4,EA Sports,EA Tiburon,8.2,5.9,3.3,2015
3238,518,The Lord of the Rings: The Return of the King,Sony PlayStation 2,Electronic Arts,"Hypnos Entertainment, Inc.",8.4,,3.28,2003
3239,520,Madden NFL 17,Sony Playstation 4,EA Sports,EA Tiburon,8.5,4.4,3.28,2016
3240,521,True Crime: Streets of LA,Sony PlayStation 2,Activision,Luxoflux,,,3.27,2003
3241,523,Far Cry 3,Sony PlayStation 3,Ubisoft,Ubisoft Montreal,,,3.27,2012
8847,525,FIFA 16,Microsoft Xbox One,EA Sports,EA Canada,8.5,4.4,3.25,2015
3242,526,Tekken,Sony PlayStation,Namco,Namco,8.3,,3.24,1995
3243,528,007: Tomorrow Never Dies,Sony PlayStation,Electronic Arts,Black Ops Entertainment,6.2,,3.21,1999
3244,529,L.A. Noire,Sony PlayStation 3,Rockstar Games,Team Bondi,9.1,,3.21,2011
92,530,Baseball,NES,Nintendo,Nintendo,5.5,,3.2,1985
93,532,Dragon Quest IV,NES,Enix,ChunSoft,,,3.2,1992
94,533,Dragon Quest VI: Maboroshi no Daichi,SNES,Enix,Heart Beat,,,3.2,1995
95,534,Killer Instinct,SNES,Nintendo,Rare Ltd.,,,3.2,1995
3245,531,Detroit: Become Human,Sony Playstation 4,Sony,Quantic Dream,8.0,8.6,3.2,2018
3246,535,WWF SmackDown! 2: Know Your Role,Sony PlayStation,THQ,Yuke's,8.7,,3.2,2000
3247,536,Middle-Earth: Shadow of Mordor,Sony Playstation 4,Warner Bros,Monolith Productions,,,3.19,2014
3248,537,Assassin's Creed IV: Black Flag,Sony Playstation 4,Ubisoft,Ubisoft Montreal,8.3,7.9,3.19,2013
3249,539,Enter the Matrix,Sony PlayStation 2,Atari,Shiny Entertainment,7.2,,3.18,2003
3250,540,Assassin's Creed Odyssey,Sony Playstation 4,Ubisoft,Ubisoft Quebec,9.5,5.9,3.18,2018
3251,541,Fallout: New Vegas,Sony PlayStation 3,Bethesda Softworks,Obsidian Entertainment,8.2,,3.17,2010
3252,542,Sonic Heroes,Sony PlayStation 2,Sega,Sonic Team,6.6,,3.16,2004
3253,544,FIFA Soccer 08,Sony PlayStation 2,EA Sports,EA Canada,8.7,,3.14,2007
8848,545,FIFA 18,Microsoft Xbox One,EA Sports,EA Vancouver,8.0,3.0,3.14,2017
3254,546,Spider-Man,Sony PlayStation,Activision,Neversoft Entertainment,,,3.13,2000
96,549,Star Wars Episode I Racer,Nintendo 64,LucasArts,LucasArts,8.7,,3.12,1999
3255,547,Need for Speed III: Hot Pursuit,Sony PlayStation,Electronic Arts,EA Canada,8.0,,3.12,1998
3256,548,The Elder Scrolls IV: Oblivion,Sony PlayStation 3,Bethesda Softworks,4J Studios,9.3,,3.12,2007
3257,550,Tekken 6,Sony PlayStation 3,Namco Bandai,Namco Bandai Games,7.9,,3.12,2009
3258,552,Resident Evil 6,Sony PlayStation 3,Capcom,Capcom,7.9,,3.12,2012
3259,553,Tom Clancy's Ghost Recon Wildlands,Sony Playstation 4,Ubisoft,Ubisoft Paris,7.0,,3.12,2017
97,556,Mario Party 9,Nintendo Wii,Nintendo,"Nd Cube Co., Ltd.",6.5,,3.11,2012
8849,554,NBA 2K13,Microsoft Xbox 360,2K Sports,Visual Concepts,8.6,,3.11,2012
8850,555,Titanfall,Microsoft Xbox One,Electronic Arts,Respawn Entertainment,8.9,6.7,3.11,2014
8851,557,Mass Effect 2,Microsoft Xbox 360,Electronic Arts,BioWare Edmonton,9.5,8.9,3.1,2010
98,560,World Class Track Meet,NES,Bandai,Bandai,,,3.08,1987
99,561,LEGO Batman: The Videogame,Nintendo Wii,Warner Bros,Traveller's Tales,7.3,,3.08,2008
3260,559,Madden NFL 2002,Sony PlayStation 2,EA Sports,EA Sports,9.2,,3.08,2001
8852,562,Saints Row 2,Microsoft Xbox 360,THQ,Volition Inc.,7.9,,3.07,2008
8853,565,Call of Duty: Ghosts,Microsoft Xbox One,Activision,Infinity Ward,7.5,4.3,3.07,2013
8854,567,Borderlands 2,Microsoft Xbox 360,2K Games,Gearbox Software,9.0,,3.06,2013
100,568,New Super Luigi U,Nintendo Wii U,Nintendo,Nintendo,7.8,8.0,3.05,2013
8855,569,Kung Fu Panda,Microsoft Xbox 360,Activision,Luxoflux,7.5,,3.05,2008
3261,572,Metal Gear Solid V: The Phantom Pain,Sony Playstation 4,Konami Digital Entertainment,Kojima Productions,9.3,8.2,3.04,2015
8856,570,Mass Effect 3,Microsoft Xbox 360,Electronic Arts,BioWare,9.5,,3.04,2012
3262,573,Rayman,Sony PlayStation,Ubisoft,Ubisoft Montpellier,7.0,,3.03,1995
101,575,Mike Tyson's Punch-Out!!,NES,Nintendo,Nintendo IRD,,,3.02,1987
102,578,Disney Epic Mickey,Nintendo Wii,Disney Interactive Studios,Junction Point Studios,7.0,,3.02,2010
3263,577,WWE SmackDown! Shut Your Mouth,Sony PlayStation 2,THQ,Yuke's Future Media Creators,8.2,,3.02,2002
3264,579,Killzone 2,Sony PlayStation 3,Sony,Guerrilla Games,9.1,9.3,3.02,2009
8857,574,Tom Clancy's Splinter Cell,Microsoft Xbox,Ubisoft,Ubisoft,9.3,9.1,3.02,2002
103,580,1-2-Switch,Nintendo Switch,Nintendo,Nintendo EPD,5.7,,3.01,2017
104,588,Sonic and the Secret Rings,Nintendo Wii,Sega,Sonic Team,6.7,,3.0,2007
3265,585,Heavy Rain,Sony PlayStation 3,Sony,Quantic Dream,8.8,8.6,3.0,2010
3266,587,MotorStorm,Sony PlayStation 3,Sony,Evolution Studios,8.2,,3.0,2007
3267,593,WWE SmackDown! vs. Raw 2006,Sony PlayStation 2,THQ,Yuke's,8.4,,3.0,2005
8858,583,Fable,Microsoft Xbox,Microsoft,Big Blue Box,8.6,,3.0,2004
8859,584,Gears of War 3,Microsoft Xbox 360,Microsoft,Epic Games,9.1,,3.0,2011
8860,586,Kinect Sports,Microsoft Xbox 360,Microsoft,Rare Ltd.,7.4,,3.0,2010
105,595,Star Fox,SNES,Nintendo,Argonaut Games,,,2.99,1993
3268,597,World Soccer Winning Eleven 6 International,Sony PlayStation 2,Konami,Konami Computer Entertainment Tokyo,9.0,,2.99,2003
8861,598,Far Cry 3,Microsoft Xbox 360,Ubisoft,Ubisoft Montreal,9.0,,2.98,2012
3269,604,Battlefield: Bad Company 2,Sony PlayStation 3,Electronic Arts,EA Digital Illusions CE,8.9,8.8,2.96,2010
3270,605,Hitman 2: Silent Assassin,Sony PlayStation 2,Eidos Interactive,IO Interactive,8.4,,2.96,2002
8862,607,Street Fighter IV,Microsoft Xbox 360,Capcom,Capcom / Dimps Corporation,9.3,9.3,2.95,2009
106,611,Wave Race 64,Nintendo 64,Nintendo,Nintendo EAD,9.2,,2.94,1996
3271,608,SOCOM II: U.S. Navy SEALs,Sony PlayStation 2,Sony,Zipper Interactive,8.8,,2.94,2003
3272,609,WWE SmackDown! vs. RAW 2006,Sony PlayStation 2,THQ,Yuke's,,,2.94,2005
8863,614,Madden NFL 13,Microsoft Xbox 360,EA Sports,EA Tiburon,8.0,,2.93,2012
3273,615,Doom (2016),Sony Playstation 4,Bethesda Softworks,id Software,,,2.92,2016
8864,616,Mass Effect,Microsoft Xbox 360,Microsoft,BioWare Edmonton,9.2,9.1,2.91,2007
8865,617,FIFA 15,Microsoft Xbox 360,EA Sports,EA Canada,6.9,,2.91,2014
107,620,Final Fantasy III,SNES,Square,SquareSoft,9.1,,2.9,1994
3274,619,Dragon Ball Z: Budokai 2,Sony PlayStation 2,Atari,Dimps Corporation,,,2.9,2003
3275,621,Mortal Kombat (2011),Sony PlayStation 3,Warner Bros,NetherRealm Studios,8.5,,2.9,2011
3276,622,World Soccer Winning Eleven 7 International,Sony PlayStation 2,Konami,Konami Computer Entertainment Tokyo,9.2,,2.9,2004
108,624,Cooking Mama: Cook Off,Nintendo Wii,Majesco,Office Create,5.9,,2.89,2007
3277,625,Hot Shots Golf 3,Sony PlayStation 2,Sony,Clap Hanz,8.0,,2.89,2002
3278,626,Call of Duty: Finest Hour,Sony PlayStation 2,Activision,Spark Unlimited,,,2.89,2004
8866,623,Sega Superstars Tennis,Microsoft Xbox 360,Sega,Sumo Digital,6.9,,2.89,2008
3279,627,Syphon Filter,Sony PlayStation,989 Studios,Eidetic,9.2,,2.88,1999
109,629,Fire Emblem: Three Houses,Nintendo Switch,Nintendo,Intelligent Systems,8.9,8.7,2.87,2019
3280,630,Mafia III,Sony Playstation 4,2K Games,Hangar 13,6.9,5.2,2.87,2016
3281,632,Colin McRae Rally,Sony PlayStation,Sony,Codemasters,7.9,,2.87,2000
110,633,Wii Music,Nintendo Wii,Nintendo,Nintendo EAD,5.6,,2.86,2008
8867,634,The Elder Scrolls III: Morrowind,Microsoft Xbox,Bethesda Softworks,Bethesda Softworks,8.2,,2.86,2002
111,638,F-Zero,SNES,Nintendo,Nintendo EAD,,,2.85,1991
112,639,Yoshi's Story,Nintendo 64,Nintendo,Nintendo EAD,,,2.85,1998
3282,636,Assassin's Creed: Brotherhood,Sony PlayStation 3,Ubisoft,Ubisoft Montreal,9.1,,2.85,2010
113,641,Metroid Prime,Nintendo GameCube,Nintendo,Retro Studios,9.6,9.5,2.84,2002
114,642,Zumba Fitness 2,Nintendo Wii,Majesco,"Pipeworks Software, Inc.",,,2.83,2011
3283,647,WWE SmackDown! vs. Raw,Sony PlayStation 2,THQ,Yuke's,8.4,,2.83,2004
8868,643,Madden NFL 10,Microsoft Xbox 360,EA Sports,EA Tiburon,8.6,,2.83,2009
8869,644,BioShock,Microsoft Xbox 360,2K Games,2K Australia / 2K Boston,9.6,9.5,2.83,2007
3284,649,Medal of Honor,Sony PlayStation 3,Electronic Arts,EA Los Angeles,7.0,,2.82,2010
3285,650,Diablo III: Ultimate Evil Edition,Sony Playstation 4,Blizzard Entertainment,Blizzard Entertainment,9.0,7.9,2.82,2014
3286,653,Need for Speed: Hot Pursuit,Sony PlayStation 3,Electronic Arts,Criterion Games,8.9,,2.81,2010
3287,655,Killzone 3,Sony PlayStation 3,Sony,Guerrilla Games,8.2,,2.81,2011
115,658,Dragon Quest V: Tenkuu no Hanayome,SNES,Enix,ChunSoft,,,2.8,1992
3288,657,WWE SmackDown! Here Comes the Pain,Sony PlayStation 2,THQ,Yuke's,9.1,,2.8,2003
3289,660,Tekken 5,Sony PlayStation 2,Namco,Namco,9.0,,2.8,2005
116,663,Skylanders: Spyro's Adventure,Nintendo Wii,Activision,Toys for Bob,8.0,,2.79,2011
3290,661,Hot Shots Golf,Sony PlayStation,Sony,Camelot Software Planning,8.0,,2.79,1998
3291,664,A Bug's Life,Sony PlayStation,Sony,Traveller's Tales,3.6,,2.79,1998
3292,665,WWF SmackDown! Just Bring It,Sony PlayStation 2,THQ,Yuke's,,,2.79,2001
3293,666,Mortal Kombat Trilogy,Sony PlayStation,Midway Games,Avalanche Software,6.0,,2.79,1996
3294,667,NBA Street,Sony PlayStation 2,EA Sports BIG,NuFX,9.3,,2.79,2001
3295,668,Jak II,Sony PlayStation 2,Sony,Naughty Dog,9.5,,2.78,2003
3296,669,Ratchet & Clank: Going Commando,Sony PlayStation 2,Sony,Insomniac Games,8.7,,2.78,2003
3297,670,The Sims,Sony PlayStation 2,Electronic Arts,Edge of Reality,8.0,,2.77,2003
8870,671,Star Wars: The Force Unleashed,Microsoft Xbox 360,LucasArts,LucasArts,7.1,,2.77,2008
8871,672,Saints Row: The Third,Microsoft Xbox 360,THQ,Volition Inc.,8.3,,2.77,2011
117,677,Mario Tennis Aces,Nintendo Switch,Nintendo,Camelot Software Planning,7.8,7.1,2.75,2018
3298,678,Resident Evil,Sony PlayStation,Capcom,Capcom,8.6,,2.75,1996
3299,679,Need for Speed: Most Wanted (2012),Sony PlayStation 3,Electronic Arts,Criterion Games,,,2.74,2012
118,682,Metroid,NES,Nintendo,Nintendo R&D1,8.0,,2.73,1987
119,683,Ring Fit Adventure,Nintendo Switch,Nintendo,Nintendo EPD,8.3,8.8,2.73,2019
120,685,"Pokemon: Let's Go, Eevee!",Nintendo Switch,Nintendo,Game Freak,8.3,6.1,2.73,2018
3300,684,Far Cry: Primal,Sony Playstation 4,Ubisoft,Ubisoft Montreal,7.2,,2.73,2016
8872,681,L.A. Noire,Microsoft Xbox 360,Rockstar Games,Team Bondi,9.1,,2.73,2011
3301,687,Need for Speed (2015),Sony Playstation 4,Electronic Arts,Ghost Games,7.0,,2.72,2015
8873,686,Overwatch,Microsoft Xbox One,Blizzard Entertainment,Blizzard Entertainment,8.7,5.9,2.72,2016
3302,688,Madden NFL 13,Sony PlayStation 3,EA Sports,EA Tiburon,8.3,,2.71,2012
8874,689,Skate 3,Microsoft Xbox 360,EA Sports,EA Black Box,8.3,,2.71,2010
8875,690,Tom Clancy's Rainbow Six: Siege,Microsoft Xbox One,Ubisoft,Ubisoft Montreal,,,2.71,2015
121,695,Mario Party,Nintendo 64,Nintendo,Hudson Soft,7.6,,2.7,1999
8876,692,Madden NFL 12,Microsoft Xbox 360,EA Sports,EA Tiburon,7.8,,2.7,2011
8877,694,Dead Rising 3,Microsoft Xbox One,Microsoft,Capcom,8.3,6.9,2.7,2013
8878,697,Call of Duty 3,Microsoft Xbox 360,Activision,Treyarch,8.0,8.4,2.7,2006
3303,698,LEGO Star Wars II: The Original Trilogy,Sony PlayStation 2,LucasArts,Traveller's Tales,8.4,,2.69,2006
8879,699,Madden NFL 11,Microsoft Xbox 360,EA Sports,EA Tiburon,8.3,,2.69,2010
3304,700,Burnout 3: Takedown,Sony PlayStation 2,Electronic Arts,Criterion Games,9.3,,2.68,2004
3305,703,Call of Duty 2: Big Red One,Sony PlayStation 2,Activision,Treyarch,8.5,,2.67,2005
3306,704,Medal of Honor,Sony PlayStation,Electronic Arts,DreamWorks Interactive,9.3,,2.67,1999
8880,702,Halo Wars,Microsoft Xbox 360,Microsoft,Ensemble Studios,8.1,8.5,2.67,2009
3307,706,WWE SmackDown! Shut Your Mouth,Sony PlayStation 2,THQ,Yuke's,8.2,,2.66,2002
3308,707,Final Fantasy XIII-2,Sony PlayStation 3,Square Enix,Square Enix,8.0,,2.66,2012
