,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
2992,2991,Battle of Giants: Dinosaurs,Nintendo DS,Ubisoft,Ubisoft Quebec,6.7,,0.81,2008
2995,2994,Professor Layton and the Azran Legacy,Nintendo 3DS,Nintendo,Level 5,8.0,8.1,0.81,2014
2996,2995,EarthBound,Super Nintendo Entertainment System,Nintendo,Ape Studios / HAL Laboratory,,,0.81,1995
3003,3002,Golden Sun: Dark Dawn,Nintendo DS,Nintendo,Camelot Software Planning,8.0,,0.81,2010
3005,3004,Ben 10: Alien Force,Nintendo Wii,D3 Publisher,Monkey Bar Games,4.0,,0.8,2008
3006,3005,Star Wars Rogue Squadron III: Rebel Strike,Nintendo GameCube,LucasArts,Factor 5,8.3,,0.8,2003
3010,3009,Deca Sports 2,Nintendo Wii,Hudson Soft,Hudson Soft,5.3,,0.8,2009
3013,3012,Star Wars The Clone Wars: Republic Heroes,Nintendo Wii,LucasArts,Krome Studios,4.8,,0.8,2009
3018,3017,Zumba Fitness,Nintendo Wii,Majesco,"Pipeworks Software, Inc.",,,0.8,2010
3021,3020,Mario & Sonic at the Sochi 2014 Olympic Winter Games,Nintendo Wii U,Nintendo,Sega Sports R&D,5.9,6.1,0.8,2013
3022,3021,Rhythm Heaven Megamix,Nintendo 3DS,Nintendo,Nintendo,8.8,8.3,0.8,2016
3024,3023,Hasbro Family Game Night 3,Nintendo Wii,Electronic Arts,EA Bright Light,,,0.8,2010
3028,3027,Need for Speed: Hot Pursuit 2,Nintendo GameCube,Electronic Arts,EA Seattle,7.5,,0.8,2002
3032,3031,Capcom's Soccer Shootout,Super Nintendo Entertainment System,Capcom,Capcom,,,0.8,1994
3034,3033,Rayman Raving Rabbids 2,Nintendo DS,Ubisoft,Ubisoft Paris,5.0,,0.8,2007
3043,3042,All Star Cheer Squad,Nintendo Wii,THQ,Gorilla Systems,,,0.79,2008
3045,3044,Harvest Moon: A Wonderful Life,Nintendo GameCube,Natsume,Marvelous Interactive,8.2,,0.79,2004
3054,3053,Mega Man 5,Nintendo Entertainment System,Capcom,Capcom,,,0.79,1992
3055,3054,WCW Mayhem,Nintendo 64,Electronic Arts,Kodiak Interactive,8.5,,0.79,1999
3056,3055,Dragon Quest Monsters 2,Nintendo 3DS,Square Enix,TOSE Software,,,0.79,2014
3061,3060,Major League Baseball Featuring Ken Griffey Jr,Nintendo 64,Nintendo,Angel Studios,,,0.79,1998
3067,3066,MadWorld,Nintendo Wii,Sega,PlatinumGames,8.1,8.1,0.78,2009
3076,3075,Personal Trainer: Walking,Nintendo DS,Nintendo,Creatures Inc.,7.0,,0.78,2009
3078,3077,Secret Agent Barbie: Royal Jewels Mission,Game Boy Advance,VU Games,Digital Illusions,,,0.78,2002
3079,3078,The World Ends With You,Nintendo DS,Square Enix,Square Enix,8.6,,0.78,2008
3080,3079,Star Wars: The Force Unleashed II,Nintendo Wii,LucasArts,LucasArts,7.5,,0.78,2010
3085,3084,DJ Hero,Nintendo Wii,Activision,FreeStyleGames,8.6,,0.78,2009
3087,3086,Star Wars The Clone Wars: Jedi Alliance,Nintendo DS,LucasArts,Krome Studios,,,0.78,2008
3089,3088,Drawn to Life,Nintendo DS,THQ,5TH Cell,7.9,,0.78,2007
3097,3096,Torneko no Daibouken: Fushigi no Dungeon,Super Nintendo Entertainment System,ChunSoft,ChunSoft,,,0.78,1993
3099,3098,James Bond 007: Nightfire,Nintendo GameCube,Electronic Arts,Eurocom Entertainment Software,8.1,,0.78,2002
3104,3103,ABBA: You Can Dance,Nintendo Wii,Ubisoft,Ubisoft,,,0.77,2011
3109,3108,Puzzler World,Nintendo DS,Atari,Idea Pad,,,0.77,2009
3120,3119,Ghost Squad,Nintendo Wii,Sega,Polygon Magic,7.0,,0.77,2007
3124,3123,Conker's Bad Fur Day,Nintendo 64,Rare,Rare Ltd.,9.2,,0.77,2001
3126,3125,Dragon Warrior I&II,Game Boy,Enix,TOSE,,,0.77,2000
3127,3126,Star Wars Episode II: Attack of the Clones,Game Boy Advance,THQ,David A. Palmer Productions,,,0.77,2002
3128,3127,The Sims 3,Nintendo 3DS,Electronic Arts,The Sims Studio,5.6,3.1,0.77,2011
3130,3129,Tetris Party Deluxe,Nintendo DS,Majesco,"Tetris Online, Inc",,,0.77,2010
3137,3136,Donkey Kong Country 3,Game Boy Advance,Nintendo,Rare Ltd.,7.5,,0.77,2005
3141,3140,Pokemon Dash,Nintendo DS,Nintendo,Ambrella,5.3,,0.77,2005
3143,3142,My Baby Girl,Nintendo DS,SouthPeak Interactive,Dancing Dots,5.0,,0.76,2008
3144,3143,Lego Marvel Super Heroes,Nintendo Wii U,Warner Bros. Interactive Entertainment,Traveller's Tales,,,0.76,2013
3145,3144,FIFA Soccer 12,Nintendo Wii,EA Sports,EA Canada,6.0,,0.76,2011
3161,3160,Just Dance 2019,Nintendo Switch,Ubisoft,Ubisoft Paris,7.2,5.8,0.76,2018
3164,3163,Final Fantasy II,Nintendo Entertainment System,Square,Square,,,0.76,1988
3165,3164,Tony Hawk's Pro Skater 2,Nintendo 64,Activision,Edge of Reality,8.5,,0.76,2001
3167,3166,Mega Man Battle Network 6: Cybeast Falzar / Gregar,Game Boy Advance,Capcom,Capcom,,,0.76,2006
3169,3168,Just Dance 2018,Nintendo Switch,Ubisoft,Ubisoft Paris,8.0,5.7,0.76,2017
3172,3171,Pok??Park 2: Wonders Beyond,Nintendo Wii,Nintendo,Creatures Inc.,6.5,,0.76,2012
3174,3173,That's So Raven,Game Boy Advance,Buena Vista,Disney Interactive,,,0.76,2004
3177,3176,Harry Potter and the Half-Blood Prince,Nintendo Wii,Electronic Arts,Bright Light Productions,6.0,3.8,0.76,2009
3184,3183,Final Fantasy Legend III,Game Boy,Square,SquareSoft,7.0,,0.76,1993
3193,3192,Drawn to Life: The Next Chapter,Nintendo Wii,THQ,Planet Moon Studios,5.8,,0.75,2009
3195,3194,Fire Emblem Echoes: Shadows of Valentia,Nintendo 3DS,Nintendo,Intelligent Systems,8.3,8.5,0.75,2017
3196,3195,We Sing,Nintendo Wii,Nordic Games,Le Cortex,,,0.75,2009
3203,3202,Deer Drive,Nintendo Wii,Mastiff,SCS Software,,,0.75,2009
3206,3205,San Francisco Rush: Extreme Racing,Nintendo 64,Midway Games,Atari Games,8.9,,0.75,1997
3209,3208,Raving Rabbids: Travel in Time,Nintendo Wii,Ubisoft,Ubisoft Paris,7.0,,0.75,2010
3214,3213,FIFA 19,Nintendo Switch,Electronic Arts,EA Sports,5.9,3.4,0.75,2018
3218,3217,Skylanders: Trap Team,Nintendo Wii U,Activision,Toys for Bob,,,0.75,2014
3221,3220,Just Dance 2015,Nintendo Wii U,Ubisoft,Ubisoft Paris,,,0.75,2014
3223,3222,Final Fantasy Tactics A2: Grimoire of the Rift,Nintendo DS,Square Enix,Square Enix,8.1,,0.75,2008
3225,3224,Spectrobes,Nintendo DS,Disney Interactive Studios,Jupiter Corporation,6.2,,0.75,2007
3227,3226,Jump Ultimate Stars,Nintendo DS,Nintendo,Ganbarion,,,0.74,2006
3236,3235,Sega Superstars Tennis,Nintendo DS,Sega,Sumo Digital,6.2,,0.74,2008
3237,3236,Yu-Gi-Oh! Dungeon Dice Monsters,Game Boy Advance,Konami,Konami,,,0.74,2003
3243,3242,Madagascar: Escape 2 Africa,Nintendo DS,Activision,Griptonite Games,5.5,,0.74,2008
3244,3243,The Lord of the Rings: The Two Towers,Game Boy Advance,Electronic Arts,Griptonite Games,8.0,,0.74,2002
3249,3248,WarioWare: Twisted!,Game Boy Advance,Nintendo,Intelligent Systems,,,0.74,2005
3252,3251,Sonic Forces,Nintendo Switch,Sega,Sonic Team,5.4,7.1,0.74,2017
3253,3252,Namco Museum Remix,Nintendo Wii,Namco Bandai,Namco,5.0,,0.74,2007
3257,3256,Harvest Moon: Animal Parade,Nintendo Wii,Natsume,Marvelous Interactive,7.5,,0.74,2009
3258,3257,Sword of Mana,Game Boy Advance,Nintendo,Brownie Brown,7.0,,0.74,2003
3265,3264,Dragon Ball Z: Ultime Menace,Super Nintendo Entertainment System,Bandai,TOSE,,,0.73,1994
3266,3265,iCarly,Nintendo DS,Activision,"Human Soft, Inc.",,,0.73,2009
3268,3267,Classic NES Series: Donkey Kong,Game Boy Advance,Nintendo,Nintendo,,,0.73,2004
3270,3269,My Little Pony: Pinkie Pie's Party,Nintendo DS,THQ,ImaginEngine Corp.,5.5,,0.73,2008
3272,3271,WWE SmackDown vs. Raw 2010,Nintendo Wii,THQ,JAKKS Pacific,7.8,,0.73,2009
3273,3272,Yoshi,Game Boy,Nintendo,Nintendo,,,0.73,1992
3274,3273,Mortal Kombat 4,Nintendo 64,Midway Games,Eurocom Entertainment Software,8.8,,0.73,1998
3280,3279,Just Dance Wii,Nintendo Wii,Nintendo,Unknown,,,0.73,2011
3282,3281,Madden NFL 11,Nintendo Wii,EA Sports,EA Tiburon,6.8,,0.73,2010
3288,3287,Beyblade VForce: Ultimate Blader Jam,Game Boy Advance,Atari,Takara,,,0.73,2003
3289,3288,Monopoly Streets,Nintendo Wii,Electronic Arts,Electronic Arts,6.5,,0.73,2010
3292,3291,Harvest Moon DS: Island of Happiness,Nintendo DS,Natsume,Marvelous Interactive,,,0.72,2008
3293,3292,James Bond 007: Agent Under Fire,Nintendo GameCube,Electronic Arts,EA Redwood Shores,7.5,,0.72,2002
3294,3293,Indiana Jones and the Staff of Kings,Nintendo Wii,LucasArts,Artificial Mind and Movement,5.1,,0.72,2009
3295,3294,Star Wars Episode III: Revenge of the Sith,Game Boy Advance,Ubisoft,Ubisoft Montreal,,,0.72,2005
3297,3296,Imagine: Interior Designer,Nintendo DS,Ubisoft,Little Worlds Studio / Anuman Interactive,6.8,,0.72,2008
3299,3298,Monster Hunter Generations Ultimate,Nintendo Switch,Capcom,Capcom,7.7,8.4,0.72,2018
3301,3300,Rabbids Go Home,Nintendo DS,Ubisoft,Ubisoft Montpellier,8.8,,0.72,2009
3313,3312,Kirby: Canvas Curse,Nintendo DS,Nintendo,HAL Laboratory,8.9,,0.72,2005
3315,3314,Madden NFL 10,Nintendo Wii,EA Sports,EA Tiburon,7.5,,0.72,2009
3320,3319,The LEGO Movie Videogame,Nintendo 3DS,Warner Bros. Interactive Entertainment,TT Fusion,,,0.72,2014
3323,3322,Super Monkey Ball Jr.,Game Boy Advance,THQ,Realism Ltd,9.0,,0.72,2002
3324,3323,James Cameron's Avatar: The Game,Nintendo Wii,Ubisoft,Ubisoft Montreal,5.9,,0.72,2009
3330,3329,The Sims 2: Castaway,Nintendo DS,Electronic Arts,Maxis,7.0,,0.72,2007
3345,3344,Godzilla: Destroy All Monsters Melee,Nintendo GameCube,Atari,"Pipeworks Software, Inc.",7.5,,0.71,2002
3350,3349,Yu-Gi-Oh! The Falsebound Kingdom,Nintendo GameCube,Konami,Konami,4.4,,0.71,2003
3353,3352,Spyro: Enter the Dragonfly,Nintendo GameCube,VU Games,Equinoxe,5.0,,0.71,2002
3354,3353,Scooby-Doo 2: Monsters Unleashed,Game Boy Advance,THQ,Altron,,,0.71,2004
3356,3355,Blast Corps,Nintendo 64,Nintendo,Rare Ltd.,9.1,,0.71,1997
3357,3356,LEGO Racers,Nintendo 64,LEGO Media,High Voltage Software,7.5,,0.71,1999
3358,3357,WWF Attitude,Nintendo 64,Acclaim Entertainment,Iguana Entertainment,8.7,,0.71,1999
3359,3358,Tactics Ogre: Let Us Cling Together,Super Nintendo Entertainment System,Quest,Quest Corporation,,,0.71,1995
3361,3360,Monster Hunter 3 Ultimate,Nintendo Wii U,Capcom,Capcom,8.7,8.2,0.71,2013
3362,3361,"WarioWare, Inc.: Mega Party Game$",Nintendo GameCube,Nintendo,Nintendo R&D1,,,0.71,2004
3375,3374,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Nintendo Wii,Square Enix,Genius Sonority Inc./Eighting,7.0,,0.71,2008
3376,3375,LEGO Batman 2: DC Super Heroes,Nintendo DS,Warner Bros. Interactive Entertainment,TT Fusion,,,0.71,2012
3382,3381,Ace Attorney Investigations: Miles Edgeworth,Nintendo DS,Capcom,Capcom,7.7,,0.7,2010
3383,3382,Tony Hawk's Underground,Nintendo GameCube,Activision,Neversoft Entertainment,9.0,,0.7,2003
3385,3384,FIFA Soccer 11,Nintendo DS,EA Sports,Exient Entertainment,7.0,,0.7,2010
3386,3385,Super Bomberman 3,Super Nintendo Entertainment System,Hudson Soft,Hudson Soft,,,0.7,1995
3390,3389,Disney Infinity 2.0: Marvel Super Heroes,Nintendo Wii U,Disney Interactive Studios,Avalanche Software,,,0.7,2014
3393,3392,Madden NFL 2005,Nintendo GameCube,EA Sports,EA Tiburon,9.2,,0.7,2004
3395,3394,F-14 Tomcat,Game Boy Advance,Majesco,Virtucraft,6.9,,0.7,2001
3398,3397,Mario & Sonic at the Rio 2016 Olympic Games,Nintendo 3DS,Nintendo,Arzest,6.0,6.8,0.7,2016
3402,3401,Bravely Second: End Layer,Nintendo 3DS,Nintendo,Silicon Studio,7.4,8.3,0.7,2016
3405,3404,The Witcher 3: Complete Edition,Nintendo Switch,CD Projekt Red Studio,CD Projekt Red Studio,8.5,8.5,0.7,2019
3407,3406,Hannah Montana: The Movie,Nintendo DS,Disney Interactive Studios,n-Space,4.0,,0.7,2009
3409,3408,Advance Wars,Game Boy Advance,Nintendo,Intelligent Systems,9.4,,0.7,2001
3422,3421,Monster Hunter Stories,Nintendo 3DS,Capcom,Marvelous,8.1,8.1,0.7,2017
3426,3425,Classic NES Series: Zelda II: The Adventure of Link,Game Boy Advance,Nintendo,Nintendo EAD,6.6,,0.7,2004
3427,3426,LEGO Rock Band,Nintendo Wii,Warner Bros. Interactive,TT Games / Harmonix Music Systems,6.8,,0.7,2009
3428,3427,Fire Emblem: Monshou no Nazo,Super Nintendo Entertainment System,Nintendo,Intelligent Systems,,,0.7,1994
3429,3428,Disney's Chicken Little,Game Boy Advance,Buena Vista,A2M,7.9,,0.7,2005
3431,3430,Super Mario USA,Nintendo Entertainment System,Nintendo,Nintendo EAD,,,0.69,1992
3435,3434,FIFA 13,Nintendo Wii,EA Sports,EA Canada,,,0.69,2012
3437,3436,World of Zoo,Nintendo DS,THQ,Blue Fang Games,,,0.69,2009
3444,3443,Mario Pinball Land,Game Boy Advance,Nintendo,Fuse Games Limited,5.0,,0.69,2004
3446,3445,Mappy,Nintendo Entertainment System,Namco,Namco,,,0.69,1984
3447,3446,J-League Soccer: Prime Goal,Super Nintendo Entertainment System,Namco,Namco,,,0.69,1993
3448,3447,The Sims 2: Apartment Pets,Nintendo DS,Electronic Arts,The Sims Studio,4.5,,0.69,2008
3449,3448,Fortnite,Nintendo Switch,Warner Bros. Interactive Entertainment,Epic Games,8.5,5.6,0.69,2018
3450,3449,Dragon Ball Z: Budokai,Nintendo GameCube,Atari,Pyramid,6.8,,0.69,2003
3454,3453,Kirby's Dream Collection: Special Edition,Nintendo Wii,Nintendo,HAL Laboratory,8.0,,0.69,2012
3457,3456,Harry Potter and the Chamber of Secrets,Nintendo GameCube,Electronic Arts,Eurocom Entertainment Software,8.9,,0.69,2002
3459,3458,The Lord of the Rings: The Return of the King,Nintendo GameCube,Electronic Arts,"Hypnos Entertainment, Inc.",8.7,,0.69,2003
3461,3460,Mario Party: The Top 100,Nintendo 3DS,Nintendo,"Nd Cube Co., Ltd.",5.0,6.8,0.69,2017
3462,3461,Rayman Legends,Nintendo Switch,Ubisoft,Ubisoft Montpellier,4.5,,0.69,2017
3465,3464,Shark Tale,Game Boy Advance,Activision,Vicarious Visions,,,0.68,2004
3472,3471,Rayman Legends,Nintendo Wii U,Ubisoft,Ubisoft Montpellier,9.5,8.8,0.68,2013
3479,3478,Naruto: Clash of Ninja,Nintendo GameCube,D3 Publisher,Tomy,7.8,,0.68,2006
3480,3479,Rune Factory 4,Nintendo 3DS,Xseed Games,Neverland Company,8.0,8.1,0.68,2013
3484,3483,Frozen: Olaf's Quest,Nintendo 3DS,GameMill Entertainment,1st Playable Productions,,,0.68,2013
3486,3485,Lalaloopsy,Nintendo DS,Activision,Activision,,,0.68,2011
3490,3489,LEGO Harry Potter: Years 5-7,Nintendo DS,Warner Bros. Interactive,Traveller's Tales,,,0.68,2011
3496,3495,Cars: Mater-National Championship,Nintendo DS,THQ,Rainbow Studios,,,0.68,2007
3497,3496,The Last Story,Nintendo Wii,Xseed Games,Mistwalker Corporation / AQ Interactive,8.5,,0.68,2012
3498,3497,Disney Tangled,Nintendo Wii,Disney Interactive Studios,Disney Interactive Studios,,,0.68,2010
3512,3511,Disney Infinity,Nintendo Wii U,Disney Interactive Studios,Avalanche Software,7.6,7.6,0.67,2013
3514,3513,Diablo III: Eternal Collection,Nintendo Switch,Blizzard Entertainment,Blizzard Entertainment,9.0,7.9,0.67,2018
3515,3514,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,Nintendo DS,Rocket Company,Imagineer,,,0.67,2006
3520,3519,Taiko no Tatsujin Wii,Nintendo Wii,Namco Bandai,Bandai Namco Games,,,0.67,2008
3521,3520,The Sims 3,Nintendo DS,Electronic Arts,The Sims Studio,7.5,,0.67,2010
3523,3522,Country Dance,Nintendo Wii,GameMill,High Voltage Software,,,0.67,2011
3526,3525,Summer Sports: Paradise Island (Others sales),Nintendo Wii,Destineer,Digital Embryo,,,0.67,2008
3528,3527,LEGO Marvel Super Heroes 2,Nintendo Switch,Warner Bros. Interactive Entertainment,Traveller's Tales,7.6,7.4,0.67,2017
3529,3528,Fossil Fighters: Champions,Nintendo DS,Nintendo,RED Entertainment,7.5,,0.67,2011
3531,3530,Bakugan: Battle Brawlers,Nintendo Wii,Activision,MTO,6.2,,0.67,2009
3532,3531,100 Classic Books,Nintendo DS,Nintendo,Genius Sonority Inc.,4.0,,0.67,2010
3538,3537,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Game Boy Advance,Buena Vista,Amaze Entertainment,6.8,,0.67,2005
3540,3539,Final Fantasy Crystal Chronicles: Ring of Fates,Nintendo DS,Square Enix,Square Enix,7.7,,0.66,2008
3543,3542,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,Nintendo DS,IE Institute,IE Institute,,,0.66,2006
3544,3543,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,Nintendo DS,IE Institute,IE Institute,,,0.66,2006
3552,3551,Hidden Objects: Mystery Stories,Nintendo DS,Navarre Corp,cerasus.media GmbH,,,0.66,2010
3559,3558,Taiko no Tatsujin Wii: Super Deluxe Edition,Nintendo Wii,Namco Bandai Games,Bandai Namco Games,,,0.66,2012
3565,3564,TV Show King Party,Nintendo Wii,Ubisoft,Gameloft,5.8,,0.66,2008
3568,3567,The LEGO Movie Videogame,Nintendo Wii U,Warner Bros. Interactive Entertainment,TT Fusion,6.5,,0.66,2014
3571,3570,Madagascar,Nintendo GameCube,Activision,Toys for Bob,6.8,,0.66,2005
3573,3572,Dragon Quest Monsters: Caravan Heart,Game Boy Advance,Unknown,TOSE,,,0.66,2003
3574,3573,Strawberry Shortcake: Summertime Adventure,Game Boy Advance,Majesco,Gorilla Systems,,,0.66,2004
3576,3575,Peppa Pig: Fun and Games,Nintendo DS,Ubisoft,Ubisoft,,,0.66,2010
3581,3580,The Sims: Bustin' Out,Nintendo GameCube,Electronic Arts,Maxis,7.9,,0.66,2003
3585,3584,Club Penguin: Elite Penguin Force - Herbert's Revenge,Nintendo DS,Disney Interactive Studios,1st Playable Productions,,,0.66,2010
3587,3586,Shrek: Hassle at the Castle,Game Boy Advance,TDK Mediactive,TOSE,7.0,,0.66,2002
3591,3590,Disney's Kim Possible 2: Drakken's Demise,Game Boy Advance,Disney Interactive Studios,Artificial Mind and Movement,8.3,,0.66,2004
3594,3593,Taiko no Tatsujin DS: Touch de Dokodon!,Nintendo DS,Namco Bandai,Bandai Namco Games,,,0.66,2007
3599,3598,Wario: Master of Disguise,Nintendo DS,Nintendo,Suzak,6.0,,0.65,2007
3600,3599,The Biggest Loser: Challenge,Nintendo Wii,THQ,Blitz Games,,,0.65,2010
3603,3602,Angry Birds Trilogy,Nintendo 3DS,Activision,Exient Entertainment,7.0,4.6,0.65,2012
3608,3607,F-Zero GX,Nintendo GameCube,Nintendo,Amusement Vision,8.4,,0.65,2003
3612,3611,Yoshi Topsy-Turvy,Game Boy Advance,Nintendo,Artoon,,,0.65,2005
3615,3614,Crafting Mama,Nintendo DS,Majesco,Cooking Mama Limited,6.0,,0.65,2010
3617,3616,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,Game Boy Advance,Majesco,Majesco Games,,,0.65,2005
3621,3620,Advance Wars 2: Black Hole Rising,Game Boy Advance,Nintendo,Intelligent Systems,8.8,,0.65,2003
3625,3624,007: Quantum of Solace,Nintendo Wii,Activision,Beenox,5.6,,0.65,2008
3628,3627,Need for Speed: Undercover,Nintendo Wii,Electronic Arts,EA Vancouver,,,0.65,2008
3629,3628,Dragon Quest Monsters Joker 3,Nintendo 3DS,Square Enix,TOSE,,,0.65,2016
3636,3635,LEGO Dimensions,Nintendo Wii U,Warner Bros. Interactive Entertainment,Traveller's Tales,,,0.65,2015
3638,3637,LEGO City Undercover,Nintendo Switch,Warner Bros. Interactive Entertainment,TT Fusion,8.0,7.7,0.65,2017
3643,3642,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,Nintendo DS,Namco Bandai,Bandai Namco Games,,,0.65,2008
3644,3643,Drawn to Life: The Next Chapter,Nintendo DS,THQ,5TH Cell,7.4,,0.65,2009
3646,3645,Crash Bandicoot Purple: Ripto's Rampage,Game Boy Advance,Vivendi Games,Vicarious Visions,6.7,,0.64,2004
3651,3650,Rayman 3D,Nintendo 3DS,Ubisoft,Ubisoft,6.3,6.4,0.64,2011
3656,3655,New Play Control! Pikmin,Nintendo Wii,Nintendo,Nintendo EAD,7.7,9.3,0.64,2009
3657,3656,Paws & Claws: Pet Vet,Nintendo DS,THQ,ValuSoft,,,0.64,2007
3659,3658,Real Heroes: Firefighter,Nintendo Wii,Conspiracy Entertainment,Epicenter Studios,7.4,,0.64,2009
3661,3660,Up,Nintendo DS,THQ,THQ,,,0.64,2009
3665,3664,Castlevania,Nintendo 64,Konami,KCEK,7.6,,0.64,1999
3668,3667,Rayman 2: The Great Escape,Nintendo 64,Ubisoft,Ubisoft,9.0,,0.64,1999
3669,3668,Tom Clancy's Rainbow Six,Nintendo 64,Red Storm Entertainment,Saffire Corporation,8.5,,0.64,1999
3670,3669,Nicktoons Collection: Game Boy Advance Video Volume 1,Game Boy Advance,Majesco,Majesco Games,,,0.64,2004
3674,3673,Just Dance 2014,Nintendo Wii U,Ubisoft,Ubisoft Paris,7.5,7.6,0.64,2013
3677,3676,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,Nintendo 3DS,Namco Bandai Games,Bandai Namco Games,,,0.64,2012
3680,3679,Rock Band 3,Nintendo Wii,MTV Games,Harmonix Music Systems,9.2,,0.64,2010
3681,3680,Scribblenauts: Unlimited,Nintendo 3DS,Warner Bros. Interactive Entertainment,5TH Cell,,,0.64,2012
3682,3681,SpongeBob SquarePants: Game Boy Advance Video Volume 1,Game Boy Advance,Majesco,Majesco Games,,,0.64,2004
3683,3682,Konami Collector's Series: Arcade Advanced,Game Boy Advance,Konami,KCEA,8.0,,0.64,2002
3686,3685,Cruis'n World,Nintendo 64,Nintendo,Eurocom Entertainment Software,6.5,,0.64,1998
3687,3686,Madden NFL 2001,Nintendo 64,EA Sports,EA Tiburon,8.0,,0.64,2000
3695,3694,Disney Sing It: Party Hits,Nintendo Wii,Disney Interactive Studios,Zoe Mode,,,0.63,2010
3710,3709,LEGO The Incredibles,Nintendo Switch,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,6.8,0.63,2018
3714,3713,Dogz,Game Boy Advance,Ubisoft,MTO,4.1,,0.63,2005
3715,3714,A Bug's Life,Nintendo 64,Activision,Traveller's Tales,6.1,,0.63,1999
3716,3715,Super Castlevania IV,Super Nintendo Entertainment System,Konami,Konami,,,0.63,1991
3719,3718,LEGO Pirates of the Caribbean: The Video Game,Nintendo 3DS,Disney Interactive Studios,TT Fusion,7.0,7.1,0.63,2011
3730,3729,Cooking Mama 4: Kitchen Magic!,Nintendo 3DS,Majesco,Cooking Mama Ltd.,,,0.63,2011
3736,3735,Cabela's Big Game Hunter (2008),Nintendo Wii,Activision,Magic Wand Productions,,,0.63,2007
3739,3738,Namco Museum,Nintendo GameCube,Namco,Mass Media,5.3,,0.63,2002
3743,3742,Nobunaga no Yabou: Haouden,Super Nintendo Entertainment System,KOEI,Koei,,,0.62,1993
3749,3748,Family Feud: 2010 Edition,Nintendo Wii,Ubisoft,Ludia Inc.,,,0.62,2009
3750,3749,The Princess and the Frog,Nintendo DS,Disney Interactive Studios,Griptonite Games,5.5,,0.62,2009
3753,3752,Madden NFL 07,Nintendo GameCube,EA Sports,EA Tiburon,8.5,,0.62,2006
3757,3756,Donkey Kong Barrel Blast,Nintendo Wii,Nintendo,Paon Corporation,4.8,,0.62,2007
3763,3762,Red Steel 2,Nintendo Wii,Ubisoft,Ubisoft Paris,7.8,8.5,0.62,2010
3765,3764,Viewtiful Joe,Nintendo GameCube,Capcom,Clover Studio,9.4,,0.62,2003
3766,3765,Beetle Adventure Racing!,Nintendo 64,Electronic Arts,"Paradigm Entertainment, Electronic Arts",9.2,,0.62,1999
3767,3766,The Urbz: Sims in the City,Game Boy Advance,Electronic Arts,Griptonite Games,8.0,,0.62,2004
3771,3770,DJ Hero 2,Nintendo Wii,Activision,FreeStyle Games,8.7,,0.62,2010
3772,3771,The Black Eyed Peas Experience,Nintendo Wii,Ubisoft,Ubisoft,,,0.62,2011
3774,3773,Bolt,Nintendo DS,Disney Interactive Studios,Avalanche Software,4.5,,0.62,2008
3780,3779,Mario's Picross,Game Boy,Nintendo,Jupiter Multimedia,,,0.62,1995
3781,3780,Pac-Man Player's Choice Bundle,Nintendo GameCube,Namco,Namco,,,0.62,2003
3782,3781,Tousouchuu: Shijou Saikyou no Hunter-Tachi Kara Nigekire!,Nintendo 3DS,Namco Bandai Games,Infinity,,,0.62,2012
3786,3785,Bahamut Lagoon,Super Nintendo Entertainment System,Square,SquareSoft,,,0.62,1996
3788,3787,Phoenix Wright: Ace Attorney - Trials and Tribulations,Nintendo DS,Capcom,Capcom,7.9,,0.62,2007
3789,3788,Battle of Giants: Dragons,Nintendo DS,Ubisoft,Ubisoft Quebec,7.2,,0.62,2009
3790,3789,Harry Potter and the Half-Blood Prince,Nintendo DS,Electronic Arts,Bright Light Productions,4.3,,0.62,2009
3791,3790,Dragon Quest Monsters: Joker 2 Professional,Nintendo DS,Square Enix,TOSE Software,,,0.62,2011
3792,3791,NFL Quarterback Club 99,Nintendo 64,Acclaim Entertainment,Iguana Entertainment,,,0.62,1998
3794,3793,Pac-Man Party,Nintendo Wii,Namco Bandai,Namco Bandai Games,,,0.62,2010
3797,3796,SpongeBob's Atlantis SquarePantis,Nintendo Wii,THQ,Blitz Games,5.3,,0.62,2007
3804,3803,Fire Emblem: Shadow Dragon,Nintendo DS,Nintendo,Intelligent Systems,8.2,,0.61,2009
3805,3804,Metroid Prime: Trilogy,Nintendo Wii,Nintendo,Retro Studios,9.0,9.6,0.61,2009
3809,3808,Advance Wars: Days of Ruin,Nintendo DS,Nintendo,Intelligent Systems,8.4,,0.61,2008
3810,3809,2 Games in 1: Sonic Battle & ChuChu Rocket!,Game Boy Advance,THQ,Sonic Team,,,0.61,2005
