,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
173,174,Red Dead Redemption,Sony PlayStation 3,Rockstar Games,Rockstar San Diego,9.5,,6.57,2011
176,177,Assassin's Creed III,Sony PlayStation 3,Ubisoft,Ubisoft Montreal,8.8,,6.5,2012
179,180,The Elder Scrolls V: Skyrim,Sony PlayStation 3,Bethesda Softworks,Bethesda Game Studios,9.0,,6.49,2011
180,181,Final Fantasy XII,Sony PlayStation 2,Square Enix,Square Enix,9.4,9.5,6.4,2006
183,184,Minecraft,Sony Playstation 4,Sony Computer Entertainment,Mojang,9.4,,6.33,2014
185,186,FIFA 15,Sony Playstation 4,EA Sports,EA Canada,8.1,5.7,6.32,2014
186,187,Kingdom Hearts,Sony PlayStation 2,Square EA,SquareSoft,8.5,,6.3,2002
189,190,Driver,Sony PlayStation,GT Interactive,Reflections Interactive,8.5,,6.27,1999
193,194,Minecraft,Sony PlayStation 3,Sony Computer Entertainment America,Mojang,9.5,,6.05,2014
194,195,Metal Gear Solid 2: Sons of Liberty,Sony PlayStation 2,Konami,Konami Computer Entertainment Japan,9.5,7.0,6.05,2001
197,198,Metal Gear Solid,Sony PlayStation,Konami,Konami Computer Entertainment Japan,9.3,,6.0,1998
199,200,Metal Gear Solid 4: Guns of the Patriots,Sony PlayStation 3,Konami,Kojima Productions,9.3,9.8,6.0,2008
208,209,Destiny,Sony Playstation 4,Activision,Bungie,7.6,6.1,5.76,2014
209,210,Tekken 2,Sony PlayStation,Namco,Namco,9.1,,5.74,1996
210,211,Uncharted: The Nathan Drake Collection,Sony Playstation 4,Sony Computer Entertainment,Bluepoint Games,8.6,8.5,5.7,2015
216,217,Assassin's Creed II,Sony PlayStation 3,Ubisoft,Ubisoft Montreal,9.0,,5.57,2009
219,220,Batman: Arkham City,Sony PlayStation 3,Warner Bros. Interactive,Rocksteady Studios,9.6,,5.54,2011
222,223,Final Fantasy IX,Sony PlayStation,Square,SquareSoft,9.2,,5.5,2000
223,224,Final Fantasy X-2,Sony PlayStation 2,Square Enix,Square Enix,8.3,,5.5,2003
229,230,Call of Duty: World at War,Sony PlayStation 3,Activision,Treyarch,8.4,,5.43,2008
231,232,Crash Bandicoot: The Wrath of Cortex,Sony PlayStation 2,Universal Interactive,Traveller's Tales,6.9,,5.42,2001
233,234,Final Fantasy XIII,Sony PlayStation 3,Square Enix,Square Enix,8.0,9.2,5.35,2010
234,235,Gran Turismo 5 Prologue,Sony PlayStation 3,Sony Computer Entertainment,Polyphony Digital,8.3,,5.35,2008
242,243,Tomb Raider II,Sony PlayStation,Eidos Interactive,Core Design Ltd.,7.6,,5.24,1997
243,244,Madden NFL 2004,Sony PlayStation 2,EA Sports,EA Tiburon,9.5,,5.23,2003
246,247,Gran Turismo 6,Sony PlayStation 3,Sony Computer Entertainment America,Polyphony Digital,,,5.22,2013
247,248,Kingdom Hearts II,Sony PlayStation 2,Square Enix,Square Enix,8.3,,5.2,2006
251,252,Medal of Honor: Rising Sun,Sony PlayStation 2,Electronic Arts,EA Los Angeles,5.9,,5.13,2003
255,256,Guitar Hero II,Sony PlayStation 2,RedOctane,Harmonix Music Systems,9.2,,5.12,2006
257,258,Resident Evil 5,Sony PlayStation 3,Capcom,Capcom,8.6,8.8,5.1,2009
261,262,FIFA Soccer 11,Sony PlayStation 3,EA Sports,EA Canada,8.7,,5.08,2010
263,264,Final Fantasy XV,Sony Playstation 4,Square Enix,Square Enix,8.1,9.5,5.07,2016
265,266,Tony Hawk's Pro Skater,Sony PlayStation,Activision,Neversoft Entertainment,9.6,,5.02,1999
266,267,Warzone 2100,Sony PlayStation,Eidos Interactive,Pumpkin Studios,7.5,,5.01,1999
267,268,Spyro the Dragon,Sony PlayStation,Sony Computer Entertainment,Insomniac Games,8.7,,5.0,1998
272,273,Guitar Hero III: Legends of Rock,Sony PlayStation 2,RedOctane,BudCat Creations,8.2,,4.98,2007
273,274,Uncharted: Drake's Fortune,Sony PlayStation 3,Sony Computer Entertainment,Naughty Dog,8.7,8.6,4.97,2007
274,275,Resident Evil 2,Sony PlayStation,Capcom,Capcom,9.3,,4.96,1998
277,278,Madden NFL 06,Sony PlayStation 2,EA Sports,EA Tiburon,9.1,,4.91,2005
279,280,Dragon Quest VIII: Journey of the Cursed King,Sony PlayStation 2,Square Enix,Level 5 / Armor Project,8.6,,4.9,2005
285,286,Crash Bandicoot N. Sane Trilogy,Sony Playstation 4,Activision,Vicarious Visions,8.0,8.5,4.83,2017
286,287,Assassin's Creed,Sony PlayStation 3,Ubisoft,Ubisoft Montreal,8.2,8.5,4.83,2007
288,289,Crash Team Racing,Sony PlayStation,Sony Computer Entertainment,Naughty Dog,9.2,,4.79,1999
292,293,Driver 2,Sony PlayStation,Atari,Reflections Interactive,7.0,,4.73,2000
293,294,The Simpsons: Hit & Run,Sony PlayStation 2,VU Games,Radical Entertainment,7.7,,4.7,2003
295,296,Tony Hawk's Pro Skater 2,Sony PlayStation,Activision,Neversoft Entertainment,9.3,,4.68,2000
297,298,The Lord of the Rings: The Two Towers,Sony PlayStation 2,Electronic Arts,Stormfront Studios,8.3,,4.67,2002
298,299,Tomb Raider,Sony PlayStation,Eidos Interactive,Core Design Ltd.,8.9,,4.63,1996
299,300,God of War,Sony PlayStation 2,Sony Computer Entertainment,SCEA Santa Monica Studio,9.3,,4.62,2005
308,309,FIFA 15,Sony PlayStation 3,EA Sports,EA Canada,6.9,,4.56,2014
310,311,Overwatch,Sony Playstation 4,Blizzard Entertainment,Blizzard Entertainment,8.8,6.4,4.54,2016
311,312,Madden NFL 2005,Sony PlayStation 2,EA Sports,EA Tiburon,9.5,,4.53,2004
313,314,Star Wars Battlefront II (2017),Sony Playstation 4,Electronic Arts,EA DICE,,,4.53,2017
317,318,LittleBigPlanet,Sony PlayStation 3,Sony Computer Entertainment,Media Molecule,9.4,9.2,4.5,2008
323,324,Madden NFL 07,Sony PlayStation 2,EA Sports,EA Tiburon,8.5,,4.49,2006
324,325,Spider-Man: The Movie,Sony PlayStation 2,Activision,Treyarch,8.2,,4.48,2002
327,328,Tony Hawk's Pro Skater 3,Sony PlayStation 2,Activision,Neversoft Entertainment,9.1,,4.41,2001
328,329,Winning Eleven: Pro Evolution Soccer 2007,Sony PlayStation 2,Konami,Konami Computer Entertainment Tokyo,8.8,,4.39,2007
332,333,Tom Clancy's The Division,Sony Playstation 4,Ubisoft,Massive Entertainment,8.0,7.0,4.37,2016
333,334,Need for Speed: Most Wanted,Sony PlayStation 2,Electronic Arts,EA Canada,8.6,,4.37,2005
334,335,Resistance: Fall of Man,Sony PlayStation 3,Sony Computer Entertainment,Insomniac Games,8.5,9.1,4.37,2006
335,336,Tom Clancy's Rainbow Six: Siege,Sony Playstation 4,Ubisoft,Ubisoft Montreal,,,4.36,2015
337,338,Watch Dogs,Sony Playstation 4,Ubisoft,Ubisoft Montreal,8.0,6.4,4.32,2014
341,342,Dragon Quest VII,Sony PlayStation,Enix,Heart Beat,8.0,3.0,4.3,2001
344,345,Batman: Arkham Asylum,Sony PlayStation 3,Eidos Interactive,Rocksteady Studios,9.0,,4.28,2009
345,346,Call of Duty: Advanced Warfare,Sony PlayStation 3,Activision,High Moon Studios,9.1,,4.27,2014
346,347,God of War II,Sony PlayStation 2,Sony Computer Entertainment,SCEA Santa Monica Studio,9.3,9.8,4.24,2007
350,351,Assassin's Creed: Revelations,Sony PlayStation 3,Ubisoft,Ubisoft Montreal,8.8,,4.23,2011
351,352,Metal Gear Solid 3: Snake Eater,Sony PlayStation 2,Konami,KCEJ / Kojima Productions,9.0,,4.23,2004
353,354,FIFA Soccer 06,Sony PlayStation 2,EA Sports,EA Canada,8.4,,4.21,2005
356,343,Mortal Kombat 11,Sony Playstation 4,NetherRealm Studios,Warner Bros. Interactive Entertainment,8.2,3.6,4.2,2019
357,357,Street Fighter IV,Sony PlayStation 3,Capcom,Capcom / Dimps Corporation,9.3,9.0,4.19,2009
360,360,Call of Duty: Ghosts,Sony Playstation 4,Activision,Infinity Ward,7.5,3.8,4.17,2013
364,364,Frogger,Sony PlayStation,Hasbro Interactive,Millenium Interactive,2.0,,4.16,1997
367,367,Madden NFL 2003,Sony PlayStation 2,EA Sports,EA Tiburon,9.4,,4.14,2002
368,368,Assassin's Creed: Unity,Sony Playstation 4,Ubisoft,Ubisoft Montreal,,,4.14,2014
369,369,Destiny 2,Sony Playstation 4,Activision,Bungie,8.5,4.9,4.14,2017
371,371,Batman: Arkham Knight,Sony Playstation 4,Warner Bros. Interactive,Rocksteady Studios,8.1,7.8,4.11,2015
372,372,FIFA 07 Soccer,Sony PlayStation 2,EA Sports,Team Fusion,8.4,,4.11,2006
378,378,Assassin's Creed Origins,Sony Playstation 4,Ubisoft,Ubisoft Montreal,8.1,7.2,4.06,2017
379,379,Far Cry 4,Sony Playstation 4,Ubisoft,Ubisoft Montreal,8.4,7.7,4.06,2014
381,381,World Soccer Winning Eleven 9,Sony PlayStation 2,Konami,Konami Computer Entertainment Tokyo,8.9,,4.06,2006
383,383,Namco Museum Vol.3,Sony PlayStation,Namco,Namco,,,4.05,1997
384,384,Tekken Tag Tournament,Sony PlayStation 2,Namco,Namco,8.7,,4.05,2000
390,390,EyeToy Play,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,7.5,,4.0,2003
392,392,Monster Hunter: World,Sony Playstation 4,Capcom,Capcom,9.3,9.0,4.0,2018
394,394,The Last of Us: Part II,Sony Playstation 4,Sony Interactive Entertainment,Naughty Dog,9.4,5.6,4.0,2020
396,396,Fallout 3,Sony PlayStation 3,Bethesda Softworks,Bethesda Game Studios,8.8,,4.0,2008
399,399,Namco Museum: 50th Anniversary,Sony PlayStation 2,Namco,Digital Eclipse,5.0,,3.98,2005
400,400,NBA 2K16,Sony Playstation 4,2K Sports,Visual Concepts,8.7,6.7,3.98,2015
402,402,Far Cry 5,Sony Playstation 4,Ubisoft,Ubisoft,7.9,6.8,3.95,2018
403,403,Battlefield 4,Sony Playstation 4,Electronic Arts,EA DICE,8.3,7.0,3.94,2013
404,404,Assassin's Creed IV: Black Flag,Sony PlayStation 3,Ubisoft,Ubisoft Montreal,8.7,,3.94,2013
410,410,Tony Hawk's Underground,Sony PlayStation 2,Activision,Neversoft Entertainment,8.7,,3.9,2003
413,413,Sports Champions,Sony PlayStation 3,Sony Computer Entertainment,SCE San Diego Studio,7.6,,3.88,2010
414,414,World Soccer Winning Eleven 8 International,Sony PlayStation 2,Konami,Konami Computer Entertainment Tokyo,9.3,,3.85,2005
415,415,Namco Museum Vol.1,Sony PlayStation,Namco,Namco,,,3.84,1996
417,417,Resident Evil VII: Biohazard,Sony Playstation 4,Capcom,Capcom,8.6,,3.83,2017
419,423,Madden NFL 20,Sony Playstation 4,EA Sports,EA Tiburon,7.6,1.5,3.78,2019
420,419,Gran Turismo Sport,Sony Playstation 4,Sony Interactive Entertainment,Polyphony Digital,7.5,6.0,3.77,2017
425,424,Harry Potter and the Sorcerer's Stone,Sony PlayStation,Electronic Arts,Argonaut Games,8.0,,3.73,2001
428,427,Spyro: Year of the Dragon,Sony PlayStation,Sony Computer Entertainment,Insomniac Games,9.1,,3.71,2000
429,428,FIFA Soccer 2005,Sony PlayStation 2,EA Sports,EA Canada,8.4,,3.7,2004
432,431,Tony Hawk's Pro Skater 4,Sony PlayStation 2,Activision,Neversoft Entertainment,9.6,,3.67,2002
436,435,SOCOM: U.S. Navy SEALs,Sony PlayStation 2,Sony Computer Entertainment,Zipper Interactive,8.0,,3.65,2002
437,436,Battlefield 4,Sony PlayStation 3,Electronic Arts,EA DICE,8.7,,3.64,2013
438,437,Jak and Daxter: The Precursor Legacy,Sony PlayStation 2,Sony Computer Entertainment,Naughty Dog,9.0,8.9,3.64,2001
440,439,Pro Evolution Soccer 2008,Sony PlayStation 2,Konami,Konami,8.2,,3.63,2008
441,440,FIFA Soccer 10,Sony PlayStation 3,EA Sports,EA Canada,9.0,,3.63,2009
444,443,Star Wars Battlefront,Sony PlayStation 2,LucasArts,Pandemic Studios,8.1,,3.61,2004
446,445,The Simpsons: Road Rage,Sony PlayStation 2,Electronic Arts,Radical Entertainment,6.1,,3.61,2001
448,447,Assassin's Creed Syndicate,Sony Playstation 4,Ubisoft,Ubisoft Quebec,8.6,6.9,3.6,2015
449,448,Star Wars Battlefront II,Sony PlayStation 2,LucasArts,Pandemic Studios,8.5,,3.59,2005
453,452,WWF SmackDown!,Sony PlayStation,THQ,Yuke's,,,3.58,2000
454,453,Croc: Legend of the Gobbos,Sony PlayStation,Fox Interactive,Argonaut Games,7.6,,3.56,1997
456,455,Grand Theft Auto: Liberty City Stories,Sony PlayStation 2,Rockstar Games,Rockstar Leeds,8.3,,3.54,2006
457,456,The Getaway,Sony PlayStation 2,Sony Computer Entertainment,Team Soho,7.7,,3.54,2003
458,457,Tomb Raider III: Adventures of Lara Croft,Sony PlayStation,Eidos Interactive,Core Design Ltd.,8.2,,3.54,1998
461,460,James Bond 007: Agent Under Fire,Sony PlayStation 2,Electronic Arts,EA Redwood Shores,7.9,,3.53,2001
462,461,LEGO Star Wars: The Video Game,Sony PlayStation 2,Eidos Interactive,Traveller's Tales,7.9,,3.53,2005
464,463,Rugrats in Paris: The Movie,Sony PlayStation,THQ,Avalanche Software,,,3.52,2000
465,464,NBA 2K17,Sony Playstation 4,2K Sports,Visual Concepts,9.0,6.4,3.52,2016
467,466,Spyro 2: Ripto's Rage!,Sony PlayStation,Sony Computer Entertainment,Insomniac Games,8.7,,3.52,1999
471,470,Final Fantasy VII Remake,Sony Playstation 4,Square Enix,Square Enix,8.7,8.1,3.5,2020
473,472,Resident Evil 3: Nemesis,Sony PlayStation,Capcom,Capcom,9.4,,3.5,1999
475,474,FIFA Soccer 2004,Sony PlayStation 2,EA Sports,EA Canada,8.0,,3.49,2003
477,476,Mortal Kombat X,Sony Playstation 4,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.3,7.8,3.49,2015
483,482,Dragon Ball Z: Budokai,Sony PlayStation 2,Atari,Dimps Corporation,,,3.46,2002
486,485,Tekken 4,Sony PlayStation 2,Namco,Namco,7.9,,3.44,2002
487,486,FIFA 14,Sony Playstation 4,EA Sports,EA Canada,9.1,6.3,3.43,2013
489,488,LittleBigPlanet 2,Sony PlayStation 3,Sony Computer Entertainment,Media Molecule,9.1,,3.43,2011
490,489,Grand Theft Auto 2,Sony PlayStation,Rockstar Games,DMA Design,6.9,,3.42,1999
492,491,Spider-Man 2,Sony PlayStation 2,Activision,Treyarch,7.9,,3.41,2004
496,495,FIFA Soccer 2003,Sony PlayStation 2,EA Sports,EA Canada,8.3,,3.4,2002
497,496,Crash Bash,Sony PlayStation,Sony Computer Entertainment,Eurocom Entertainment Software,6.8,,3.39,2000
500,499,The Elder Scrolls V: Skyrim Special Edition,Sony Playstation 4,Bethesda Softworks,Bethesda Softworks,8.3,7.1,3.36,2016
501,500,Watch Dogs 2,Sony Playstation 4,Ubisoft,Ubisoft,8.2,7.7,3.36,2016
503,502,WWF War Zone,Sony PlayStation,Acclaim Entertainment,Iguana Entertainment,,,3.36,1998
506,505,NBA 2K18,Sony Playstation 4,2K Sports,Visual Concepts,8.1,1.7,3.34,2017
508,507,Rugrats: Search For Reptar,Sony PlayStation,THQ,n-Space,,,3.34,1998
510,509,James Bond 007: Nightfire,Sony PlayStation 2,Electronic Arts,Eurocom Entertainment Software,,,3.33,2002
511,510,Ratchet & Clank,Sony PlayStation 2,Sony Computer Entertainment,Insomniac Games,,,3.33,2002
512,511,Star Wars Episode III: Revenge of the Sith,Sony PlayStation 2,LucasArts,The Collective,,,3.32,2005
513,512,Max Payne,Sony PlayStation 2,Rockstar Games,Remedy Entertainment,8.1,,3.31,2001
514,513,Madden NFL 16,Sony Playstation 4,EA Sports,EA Tiburon,8.2,5.9,3.3,2015
519,518,The Lord of the Rings: The Return of the King,Sony PlayStation 2,Electronic Arts,"Hypnos Entertainment, Inc.",8.4,,3.28,2003
521,520,Madden NFL 17,Sony Playstation 4,EA Sports,EA Tiburon,8.5,4.4,3.28,2016
522,521,True Crime: Streets of LA,Sony PlayStation 2,Activision,Luxoflux,,,3.27,2003
524,523,Far Cry 3,Sony PlayStation 3,Ubisoft,Ubisoft Montreal,,,3.27,2012
527,526,Tekken,Sony PlayStation,Namco,Namco,8.3,,3.24,1995
529,528,007: Tomorrow Never Dies,Sony PlayStation,Electronic Arts,Black Ops Entertainment,6.2,,3.21,1999
530,529,L.A. Noire,Sony PlayStation 3,Rockstar Games,Team Bondi,9.1,,3.21,2011
532,531,Detroit: Become Human,Sony Playstation 4,Sony Interactive Entertainment,Quantic Dream,8.0,8.6,3.2,2018
536,535,WWF SmackDown! 2: Know Your Role,Sony PlayStation,THQ,Yuke's,8.7,,3.2,2000
537,536,Middle-Earth: Shadow of Mordor,Sony Playstation 4,Warner Bros. Interactive Entertainment,Monolith Productions,,,3.19,2014
538,537,Assassin's Creed IV: Black Flag,Sony Playstation 4,Ubisoft,Ubisoft Montreal,8.3,7.9,3.19,2013
540,539,Enter the Matrix,Sony PlayStation 2,Atari,Shiny Entertainment,7.2,,3.18,2003
541,540,Assassin's Creed Odyssey,Sony Playstation 4,Ubisoft,Ubisoft Quebec,9.5,5.9,3.18,2018
542,541,Fallout: New Vegas,Sony PlayStation 3,Bethesda Softworks,Obsidian Entertainment,8.2,,3.17,2010
543,542,Sonic Heroes,Sony PlayStation 2,Sega,Sonic Team,6.6,,3.16,2004
545,544,FIFA Soccer 08,Sony PlayStation 2,EA Sports,EA Canada,8.7,,3.14,2007
547,546,Spider-Man,Sony PlayStation,Activision,Neversoft Entertainment,,,3.13,2000
548,547,Need for Speed III: Hot Pursuit,Sony PlayStation,Electronic Arts,EA Canada,8.0,,3.12,1998
549,548,The Elder Scrolls IV: Oblivion,Sony PlayStation 3,Bethesda Softworks,4J Studios,9.3,,3.12,2007
551,550,Tekken 6,Sony PlayStation 3,Namco Bandai,Namco Bandai Games,7.9,,3.12,2009
553,552,Resident Evil 6,Sony PlayStation 3,Capcom,Capcom,7.9,,3.12,2012
554,553,Tom Clancy's Ghost Recon Wildlands,Sony Playstation 4,Ubisoft,Ubisoft Paris,7.0,,3.12,2017
560,559,Madden NFL 2002,Sony PlayStation 2,EA Sports,EA Sports,9.2,,3.08,2001
573,572,Metal Gear Solid V: The Phantom Pain,Sony Playstation 4,Konami Digital Entertainment,Kojima Productions,9.3,8.2,3.04,2015
574,573,Rayman,Sony PlayStation,Ubisoft,Ubisoft Montpellier,7.0,,3.03,1995
578,577,WWE SmackDown! Shut Your Mouth,Sony PlayStation 2,THQ,Yuke's Future Media Creators,8.2,,3.02,2002
580,579,Killzone 2,Sony PlayStation 3,Sony Computer Entertainment,Guerrilla Games,9.1,9.3,3.02,2009
586,585,Heavy Rain,Sony PlayStation 3,Sony Computer Entertainment,Quantic Dream,8.8,8.6,3.0,2010
588,587,MotorStorm,Sony PlayStation 3,Sony Computer Entertainment,Evolution Studios,8.2,,3.0,2007
594,593,WWE SmackDown! vs. Raw 2006,Sony PlayStation 2,THQ,Yuke's,8.4,,3.0,2005
598,597,World Soccer Winning Eleven 6 International,Sony PlayStation 2,Konami,Konami Computer Entertainment Tokyo,9.0,,2.99,2003
605,604,Battlefield: Bad Company 2,Sony PlayStation 3,Electronic Arts,EA Digital Illusions CE,8.9,8.8,2.96,2010
606,605,Hitman 2: Silent Assassin,Sony PlayStation 2,Eidos Interactive,IO Interactive,8.4,,2.96,2002
609,608,SOCOM II: U.S. Navy SEALs,Sony PlayStation 2,Sony Computer Entertainment,Zipper Interactive,8.8,,2.94,2003
610,609,WWE SmackDown! vs. RAW 2006,Sony PlayStation 2,THQ,Yuke's,,,2.94,2005
616,615,Doom (2016),Sony Playstation 4,Bethesda Softworks,id Software,,,2.92,2016
620,619,Dragon Ball Z: Budokai 2,Sony PlayStation 2,Atari,Dimps Corporation,,,2.9,2003
622,621,Mortal Kombat (2011),Sony PlayStation 3,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.5,,2.9,2011
623,622,World Soccer Winning Eleven 7 International,Sony PlayStation 2,Konami,Konami Computer Entertainment Tokyo,9.2,,2.9,2004
626,625,Hot Shots Golf 3,Sony PlayStation 2,Sony Computer Entertainment,Clap Hanz,8.0,,2.89,2002
627,626,Call of Duty: Finest Hour,Sony PlayStation 2,Activision,Spark Unlimited,,,2.89,2004
628,627,Syphon Filter,Sony PlayStation,989 Studios,Eidetic,9.2,,2.88,1999
631,630,Mafia III,Sony Playstation 4,2K Games,Hangar 13,6.9,5.2,2.87,2016
633,632,Colin McRae Rally,Sony PlayStation,Sony Computer Entertainment,Codemasters,7.9,,2.87,2000
637,636,Assassin's Creed: Brotherhood,Sony PlayStation 3,Ubisoft,Ubisoft Montreal,9.1,,2.85,2010
648,647,WWE SmackDown! vs. Raw,Sony PlayStation 2,THQ,Yuke's,8.4,,2.83,2004
650,649,Medal of Honor,Sony PlayStation 3,Electronic Arts,EA Los Angeles,7.0,,2.82,2010
651,650,Diablo III: Ultimate Evil Edition,Sony Playstation 4,Blizzard Entertainment,Blizzard Entertainment,9.0,7.9,2.82,2014
654,653,Need for Speed: Hot Pursuit,Sony PlayStation 3,Electronic Arts,Criterion Games,8.9,,2.81,2010
