,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
1144,1143,inFAMOUS 2,Sony PlayStation 3,Sony Computer Entertainment,Sucker Punch Productions,8.1,,1.87,2011
1151,1150,The Legend of Dragoon,Sony PlayStation,Sony Computer Entertainment,SCEI,7.8,6.5,1.86,2000
1154,1153,SingStar,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,8.0,,1.86,2004
1157,1156,Jak 3,Sony PlayStation 2,Sony Computer Entertainment,Naughty Dog,9.6,,1.85,2004
1168,1167,Jet Moto,Sony PlayStation,Sony Computer Entertainment,SingleTrac,8.0,,1.83,1996
1185,1184,Sly 2: Band of Thieves,Sony PlayStation 2,Sony Computer Entertainment,Sucker Punch,9.2,,1.81,2004
1208,1207,The Getaway: Black Monday,Sony PlayStation 2,Sony Computer Entertainment,Team Soho,6.5,,1.78,2005
1262,1261,Hot Shots Golf Fore!,Sony PlayStation 2,Sony Computer Entertainment,Clap Hanz,8.8,,1.72,2004
1278,1277,Beyond: Two Souls,Sony PlayStation 3,Sony Computer Entertainment,Quantic Dream,6.0,,1.7,2013
1297,1296,SOCOM 3: U.S. Navy SEALs,Sony PlayStation 2,Sony Computer Entertainment,Zipper Interactive,9.0,,1.69,2005
1299,1298,Jampack Winter '99,Sony PlayStation,Sony Computer Entertainment,Sony Computer Entertainment America,,,1.69,1999
1313,1312,NFL GameDay 98,Sony PlayStation,Sony Computer Entertainment,989 Studios,8.6,,1.68,1997
1367,1366,Ape Escape,Sony PlayStation,Sony Computer Entertainment,SCE Japan Studio,9.3,,1.63,1999
1373,1372,The Order: 1886,Sony Playstation 4,Sony Computer Entertainment,Ready at Dawn,6.2,6.6,1.62,2015
1379,1378,Buzz! The Music Quiz,Sony PlayStation 2,Sony Computer Entertainment,Relentless Software,,,1.61,2005
1416,1415,Jampack Summer 2K,Sony PlayStation,Sony Computer Entertainment,Sony Computer Entertainment America,,,1.58,2000
1438,1437,Twisted Metal,Sony PlayStation,Sony Computer Entertainment,SingleTrac,7.0,,1.56,1995
1455,1454,Dark Cloud,Sony PlayStation 2,Sony Computer Entertainment,Level 5,8.2,,1.54,2001
1514,1513,Heavenly Sword,Sony PlayStation 3,Sony Computer Entertainment,Ninja Theory,8.0,,1.5,2007
1534,1533,Resistance 3,Sony PlayStation 3,Sony Computer Entertainment,Insomniac Games,8.3,,1.49,2011
1537,1536,Buzz! The BIG Quiz,Sony PlayStation 2,Sony Computer Entertainment,Relentless Software,,,1.49,2006
1599,1598,SingStar Pop,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,7.7,,1.44,2007
1642,1641,Twisted Metal: Black,Sony PlayStation 2,Sony Computer Entertainment,Incognito Inc.,8.9,,1.41,2001
1648,1647,2Xtreme,Sony PlayStation,Sony Computer Entertainment,SCEA,8.3,,1.4,1996
1655,1654,Gran Turismo 4 Prologue,Sony PlayStation 2,Sony Computer Entertainment,Polyphony Digital,,,1.4,2004
1709,1708,SingStar Abba,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,,,1.36,2008
1735,1734,SingStar Party,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,,,1.35,2004
1744,1743,The ICO & Shadow of the Colossus Collection,Sony PlayStation 3,Sony Computer Entertainment,Bluepoint Games,9.0,,1.34,2011
1751,1750,Ratchet & Clank: Up Your Arsenal (Weekly american sales),Sony PlayStation 2,Sony Computer Entertainment,Insomniac Games,,,1.33,2004
1776,1775,MAG: Massive Action Game,Sony PlayStation 3,Sony Computer Entertainment,Zipper Interactive,7.4,9.5,1.32,2010
1800,1799,SingStar '80s,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,7.5,,1.3,2007
1811,1810,SaGa Frontier,Sony PlayStation,Sony Computer Entertainment,SquareSoft,8.0,,1.3,1998
1820,1819,The Last Guardian,Sony Playstation 4,Sony Interactive Entertainment,SIE Japan Studio,7.9,8.0,1.29,2016
1834,1833,Champions of Norrath,Sony PlayStation 2,Sony Online Entertainment,Snowblind Studios,8.5,,1.28,2004
1864,1863,Jet Li: Rise to Honor,Sony PlayStation 2,Sony Computer Entertainment,Sony Computer Entertainment America,5.8,,1.27,2004
1865,1864,Battle Arena Toshinden,Sony PlayStation,Sony Computer Entertainment,Tamsoft,7.0,,1.27,1995
1877,1876,SOCOM: U.S. Navy SEALs Confrontation,Sony PlayStation 3,Sony Computer Entertainment,Slant Six Games,6.3,,1.26,2008
1902,1901,Ratchet: Deadlocked,Sony PlayStation 2,Sony Computer Entertainment,Insomniac Games,8.8,,1.24,2005
1921,1920,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,Sony PlayStation,Sony Computer Entertainment,Various,,,1.23,2003
1931,1930,Intelligent Qube,Sony PlayStation,Sony Computer Entertainment,Sony Computer Entertainment,7.4,,1.22,1997
1952,1951,Sly Cooper and the Thievius Raccoonus,Sony PlayStation 2,Sony Computer Entertainment,Sucker Punch,8.5,,1.21,2002
1966,1965,ATV Offroad Fury 3,Sony PlayStation 2,Sony Computer Entertainment,Climax Group,7.5,,1.2,2004
1991,1990,Shadow of the Colossus,Sony Playstation 4,Sony Interactive Entertainment,Bluepoint Games,9.3,7.8,1.2,2018
2039,2038,Destruction Derby 2,Sony PlayStation,Sony Computer Entertainment,Reflections Interactive,7.2,,1.17,1996
2045,2044,Bushido Blade,Sony PlayStation,Sony Computer Entertainment,Light Weight,8.2,,1.16,1997
2047,2046,MLB The Show 17,Sony Playstation 4,Sony Interactive Entertainment,SIE San Diego Studio,8.5,6.9,1.16,2017
2071,2070,Ratchet & Clank: All 4 One,Sony PlayStation 3,Sony Computer Entertainment,Insomniac Games,7.5,,1.15,2011
2093,2092,Shadow of the Colossus,Sony PlayStation 2,Sony Computer Entertainment,Team ICO,9.1,9.4,1.14,2005
2097,2096,Hot Shots Golf: Out of Bounds,Sony PlayStation 3,Sony Computer Entertainment,Clap Hanz,8.3,,1.14,2008
2127,2126,Jampack Winter '98,Sony PlayStation,Sony Computer Entertainment,Sony Computer Entertainment America,,,1.13,1998
2129,2128,SingStar,Sony PlayStation 3,Sony Computer Entertainment,SCEE London Studio,,,1.13,2008
2131,2130,ModNation Racers,Sony PlayStation 3,Sony Computer Entertainment,United Front Games,8.1,,1.13,2010
2161,2160,Arc the Lad,Sony PlayStation,Sony Computer Entertainment,G-Craft,,,1.11,1995
2202,2201,SingStar Legends,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,7.5,,1.1,2008
2203,2202,SingStar Rocks!,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,5.3,,1.1,2006
2211,2210,Star Ocean: The Second Story,Sony PlayStation,Sony Computer Entertainment,tri-Ace,8.2,,1.09,1999
2257,2256,Doko Demo Issyo,Sony PlayStation,Sony Computer Entertainment,bexide,,,1.07,1999
2284,2283,MLB The Show 18,Sony Playstation 4,Sony Interactive Entertainment,SIE San Diego Studio,8.2,6.3,1.06,2018
2295,2294,Warhawk,Sony PlayStation 3,Sony Computer Entertainment,Incognito Entertainment,8.4,,1.06,2007
2316,2315,Arc the Lad II,Sony PlayStation,Sony Computer Entertainment,ARC Entertainment,,,1.05,1996
2398,2397,MLB 15: The Show,Sony Playstation 4,Sony Computer Entertainment,SCE San Diego Studio,8.0,7.7,1.01,2015
2404,2403,EyePet,Sony PlayStation 3,Sony Computer Entertainment,SCEE London Studio,6.9,,1.01,2010
2448,2447,inFAMOUS: Second Son,Sony Playstation 4,Sony Computer Entertainment,Sucker Punch,,,1.0,2014
2450,2449,Knack,Sony Playstation 4,Sony Computer Entertainment,SCE Japan Studio,8.4,6.5,1.0,2013
2455,2454,MotorStorm: Pacific Rift,Sony PlayStation 3,Sony Computer Entertainment,Evolution Studios,8.0,8.7,1.0,2008
2458,2457,Nioh 2,Sony Playstation 4,Sony Interactive Entertainment,Team Ninja,8.5,7.8,1.0,2020
2481,2480,NFL GameDay 2001,Sony PlayStation,Sony Computer Entertainment,989 Sports,7.8,,1.0,2000
2487,2486,Jampack Winter 2000,Sony PlayStation,Sony Computer Entertainment,Sony Computer Entertainment America,,,1.0,2000
2506,2505,PlayStation All-Stars Battle Royale,Sony PlayStation 3,Sony Computer Entertainment,SuperBot Entertainment,,,0.99,2012
2548,2547,Dark Cloud 2,Sony PlayStation 2,Sony Computer Entertainment,Level 5,8.6,,0.96,2003
2551,2550,Jampack Summer '99,Sony PlayStation,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.96,1999
2569,2568,MLB 16: The Show,Sony Playstation 4,Sony Computer Entertainment,SCE San Diego Studio,,,0.96,2016
2589,2588,Wild ARMs,Sony PlayStation,Sony Computer Entertainment,Media.Vision,8.9,,0.95,1997
2598,2597,White Knight Chronicles: International Edition,Sony PlayStation 3,Sony Computer Entertainment,Level 5,6.3,7.9,0.95,2010
2602,2601,Killzone,Sony PlayStation 2,Sony Computer Entertainment,Guerrilla Games,6.8,,0.94,2004
2621,2620,MLB 2000,Sony PlayStation,Sony Computer Entertainment,989 Sports,8.9,,0.94,1999
2626,2625,Hot Shots Golf Fore!,Sony PlayStation 2,Sony Computer Entertainment,Clap Hanz,8.8,,0.94,2004
2627,2626,MLB 06: The Show,Sony PlayStation 2,Sony Computer Entertainment,SCEA San Diego Studios,8.0,,0.94,2006
2630,2629,SingStar Abba,Sony PlayStation 3,Sony Computer Entertainment,SCEE London Studio,,,0.93,2008
2631,2630,MLB 12: The Show,Sony PlayStation 3,Sony Computer Entertainment,SCE San Diego Studio,8.5,,0.93,2012
2647,2646,MLB 07: The Show,Sony PlayStation 2,Sony Computer Entertainment,SCE San Diego Studio,8.5,,0.93,2007
2649,2648,Jak and Daxter Collection,Sony PlayStation 3,Sony Computer Entertainment,Naughty Dog,9.0,,0.93,2012
2680,2679,Tobal No.1,Sony PlayStation,Sony Computer Entertainment,DreamFactory,7.7,,0.92,1996
2682,2681,BUZZ! Quiz World,Sony PlayStation 3,Sony Computer Entertainment,Magenta Software,7.8,,0.92,2009
2713,2712,MLB 2005,Sony PlayStation 2,Sony Computer Entertainment,989 Sports,7.9,,0.9,2004
2715,2714,SOCOM 4: U.S. Navy SEALs,Sony PlayStation 3,Sony Computer Entertainment,Zipper Interactive,7.0,,0.9,2011
2721,2720,Hot Shots Tennis,Sony PlayStation 2,Sony Computer Entertainment,Clap Hanz,7.6,,0.9,2007
2738,2737,God of War Saga,Sony PlayStation 3,Sony Computer Entertainment,SCEA Santa Monica Studio,,,0.89,2012
2752,2751,God of War III Remastered,Sony Playstation 4,Sony Computer Entertainment,SCEA Santa Monica Studio,8.1,8.0,0.89,2015
2767,2766,MLB 2001,Sony PlayStation,Sony Computer Entertainment,989 Sports,7.4,,0.89,2000
2770,2769,SingStar Anthems,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,,,0.89,2006
2773,2772,Buzz! Quiz TV,Sony PlayStation 3,Sony Computer Entertainment,Relentless Software,7.9,,0.88,2008
2779,2778,LittleBigPlanet Karting,Sony PlayStation 3,Sony Computer Entertainment,United Front Games,5.0,,0.88,2012
2783,2782,Buzz! The Mega Quiz,Sony PlayStation 2,Sony Computer Entertainment,Relentless Software,8.0,,0.88,2007
2809,2808,NFL GameDay '97,Sony PlayStation,Sony Computer Entertainment,SCEA,,,0.87,1996
2831,2830,SingStar '90s,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,7.5,,0.87,2008
2848,2847,MLB 99,Sony PlayStation,Sony Computer Entertainment,Sony Interactive Studios America,,,0.86,1998
2862,2861,Until Dawn: Rush of Blood,Sony Playstation 4,Sony Interactive Entertainment,Supermassive Games Ltd.,7.2,7.7,0.85,2016
2878,2877,NFL GameDay,Sony PlayStation,Sony Computer Entertainment,Sony Interactive Studios America,8.0,,0.85,1996
2899,2898,Rogue Galaxy,Sony PlayStation 2,Sony Computer Entertainment,Level 5,8.3,7.5,0.84,2007
2901,2900,MLB 13: The Show,Sony PlayStation 3,Sony Computer Entertainment,SCE San Diego Studio,8.5,,0.84,2013
2933,2932,Sly 3: Honor Among Thieves,Sony PlayStation 2,Sony Computer Entertainment,Sucker Punch,8.1,,0.83,2005
2935,2934,Twisted Metal (2012),Sony PlayStation 3,Sony Computer Entertainment,Eat Sleep Play,7.9,,0.83,2012
2940,2939,MediEvil,Sony PlayStation,Sony Computer Entertainment,SCEE Cambridge,7.8,,0.83,1998
2993,2992,SingStar Vol. 2,Sony PlayStation 3,Sony Computer Entertainment,SCEE London Studio,,,0.81,2008
3083,3082,Buzz! The Hollywood Quiz,Sony PlayStation 2,Sony Computer Entertainment,Relentless Software,,,0.78,2008
3103,3102,NBA ShootOut 98,Sony PlayStation,Sony Computer Entertainment,Sony Interactive Studios America,,,0.78,1998
3148,3147,Formula 1,Sony PlayStation,Sony Computer Entertainment,Bizarre Creations,8.0,,0.76,1996
3170,3169,Syphon Filter: The Omega Strain,Sony PlayStation 2,Sony Computer Entertainment,SCEA Bend Studio,7.6,,0.76,2004
3187,3186,Ratchet & Clank Collection,Sony PlayStation 3,Sony Computer Entertainment,Idol Minds,,,0.75,2012
3190,3189,Genji: Days of the Blade,Sony PlayStation 3,Sony Computer Entertainment,Game Republic,5.0,,0.75,2006
3228,3227,Jampack Summer 2001,Sony PlayStation 2,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.74,2001
3247,3246,Jet Moto 3,Sony PlayStation,Sony Computer Entertainment,Pacific Coast Power & Light,8.6,,0.74,1999
3271,3270,MLB 10: The Show,Sony PlayStation 3,Sony Computer Entertainment,SCEA San Diego Studios,8.6,,0.73,2010
3278,3277,MLB 14 The Show,Sony Playstation 4,Sony Computer Entertainment,SCE San Diego Studio,8.3,,0.73,2014
3300,3299,WipEout Omega Collection,Sony Playstation 4,Sony Interactive Entertainment,Clever Beans / EPOS Game Studios,,,0.72,2017
3307,3306,MLB 09: The Show,Sony PlayStation 3,Sony Computer Entertainment,SCE San Diego Studio,8.9,,0.72,2009
3316,3315,Jampack Winter 2001,Sony PlayStation 2,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.72,2001
3342,3341,Astro Bot Rescue Mission,Sony Playstation 4,Sony Interactive Entertainment,SIE Japan Studio,8.5,,0.71,2018
3349,3348,God of War: Origins Collection,Sony PlayStation 3,Sony Computer Entertainment,Ready at Dawn,8.6,,0.71,2011
3416,3415,MLB 08: The Show,Sony PlayStation 3,Sony Computer Entertainment,SCE San Diego Studio,8.7,,0.7,2008
3434,3433,Ratchet & Clank: Into the Nexus,Sony PlayStation 3,Sony Computer Entertainment America,Unknown,,,0.69,2013
3443,3442,The Sly Collection,Sony PlayStation 3,Sony Computer Entertainment,Sanzaru Games,8.7,,0.69,2010
3451,3450,NFL Xtreme,Sony PlayStation,Sony Computer Entertainment,989 Sports,5.0,,0.69,1998
3493,3492,Tourist Trophy: The Real Riding Simulator,Sony PlayStation 2,Sony Computer Entertainment,Polyphony Digital,8.4,,0.68,2006
3524,3523,Wild ARMs 2,Sony PlayStation,Sony Computer Entertainment,Media.Vision,6.5,,0.67,2000
3553,3552,Book of Spells,Sony PlayStation 3,Sony Computer Entertainment,SCEE London Studio,6.5,,0.66,2012
3554,3553,MLB 2004,Sony PlayStation 2,Sony Computer Entertainment,989 Sports,4.9,,0.66,2003
3577,3576,Legend of Legaia,Sony PlayStation,Sony Computer Entertainment,Contrail,8.1,,0.66,1999
3592,3591,Um Jammer Lammy,Sony PlayStation,Sony Computer Entertainment,NanaOn-Sha,8.6,,0.66,1999
3624,3623,SingStar Pop Hits,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,,,0.65,2007
3627,3626,Champions: Return to Arms,Sony PlayStation 2,Sony Online Entertainment,Snowblind Studios,7.7,,0.65,2005
3633,3632,SingStar R&B,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio / Zoe Mode,,,0.65,2007
3672,3671,LittleBigPlanet 3,Sony PlayStation 3,Sony Computer Entertainment,Sumo Digital,,,0.64,2014
3685,3684,Jampack Volume 13 (RP-T),Sony PlayStation 2,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.64,2005
3697,3696,SingStar Queen,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,,,0.63,2009
3751,3750,Wild ARMs 3,Sony PlayStation 2,Sony Computer Entertainment,Media.Vision,7.6,,0.62,2002
3752,3751,NBA ShootOut '97,Sony PlayStation,Sony Computer Entertainment,SCEE London Studio,9.0,,0.62,1997
3776,3775,Start the Party!,Sony PlayStation 3,Sony Computer Entertainment,Supermassive Games Ltd.,6.1,,0.62,2010
3801,3800,Formula 1: Championship Edition,Sony PlayStation 3,Sony Computer Entertainment,Studio Liverpool,,,0.61,2007
3803,3802,SingStar Singalong With Disney,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,,,0.61,2008
3820,3819,Knowledge is Power,Sony Playstation 4,Sony Interactive Entertainment,Wish Studio,7.1,7.5,0.61,2017
3869,3868,Secret Agent Clank,Sony PlayStation 2,Sony Computer Entertainment,Sanzaru Games,7.0,,0.6,2009
3915,3914,Jampack Fall 2001,Sony PlayStation,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.59,2001
3916,3915,MLB 11: The Show,Sony PlayStation 3,Sony Computer Entertainment,SCEA San Diego Studios,8.9,,0.59,2011
3954,3953,The Fight: Lights Out,Sony PlayStation 3,Sony Computer Entertainment,ColdWood Interactive,4.7,,0.59,2010
3960,3959,Hidden Agenda,Sony Playstation 4,Sony Interactive Entertainment,Supermassive Games Ltd.,6.6,6.6,0.59,2017
3993,3992,Sly Cooper: Thieves in Time,Sony PlayStation 3,Sony Computer Entertainment,Sanzaru Games,8.0,,0.58,2013
4072,4071,Beyond The Beyond,Sony PlayStation,Sony Computer Entertainment,Camelot Software Planning,4.8,,0.57,1996
4094,4093,Jampack Summer 2002,Sony PlayStation 2,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.57,2002
4120,4119,Everybody's Golf,Sony Playstation 4,Sony Interactive Entertainment,Clap Hanz,8.1,7.8,0.56,2017
4137,4136,"Monsters, Inc. Scream Team",Sony PlayStation,Sony Computer Entertainment,Artificial Mind and Movement,7.5,,0.56,2001
4206,4205,Ratchet & Clank: Quest for Booty,Sony PlayStation 3,Sony Computer Entertainment,Insomniac Games,7.6,,0.55,2008
4215,4214,Extermination,Sony PlayStation 2,Sony Computer Entertainment,Deep Space,6.9,,0.55,2001
4254,4253,Mortal Kombat 3,Sony PlayStation,Sony Computer Entertainment,Midway Games,5.0,,0.55,1995
4257,4256,Jak X: Combat Racing,Sony PlayStation 2,Sony Computer Entertainment,Naughty Dog,8.0,,0.55,2005
4269,4268,SingStar Summer Party,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,,,0.54,2008
4335,4334,War of the Monsters,Sony PlayStation 2,Sony Computer Entertainment,Incognito Entertainment,8.9,,0.54,2003
4347,4346,Jampack Volume 11,Sony PlayStation 2,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.53,2004
4362,4361,Jampack Vol. 2,Sony PlayStation,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.53,1997
4374,4373,NBA 06,Sony PlayStation 2,Sony Computer Entertainment,SCE San Diego Studio,,,0.53,2005
4422,4421,Syphon Filter 3,Sony PlayStation,Sony Computer Entertainment,SCEA Bend Studio,7.5,,0.52,2001
4434,4433,SingStar Dance,Sony PlayStation 3,Sony Computer Entertainment,SCEE London Studio,5.5,,0.52,2010
4463,4462,Omega Boost,Sony PlayStation,Sony Computer Entertainment,Polyphony Digital,6.3,,0.52,1999
4470,4469,Jampack Winter 2002,Sony PlayStation 2,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.52,2002
4472,4471,Lair,Sony PlayStation 3,Sony Computer Entertainment,Factor 5,5.5,,0.51,2007
4477,4476,DC Universe Online,Sony PlayStation 3,Sony Online Entertainment,WBIE,6.5,,0.51,2011
4536,4535,NHL FaceOff 98,Sony PlayStation,Sony Computer Entertainment,Killer Game,,,0.51,1997
4616,4615,PoPoLoCrois Monogatari,Sony PlayStation,Sony Computer Entertainment,SCE,,,0.5,1996
4671,4670,MotorStorm: Apocalypse,Sony PlayStation 3,Sony Computer Entertainment,Evolution Studios,7.6,,0.49,2011
4673,4672,WipEout Pulse,Sony PlayStation 2,Sony Computer Entertainment,Studio Liverpool,,,0.49,2009
4711,4710,Farpoint,Sony Playstation 4,Sony Interactive Entertainment,Impulse Gear,7.1,8.1,0.48,2017
4776,4775,Fantavision,Sony PlayStation 2,Sony Computer Entertainment,SCEI,8.0,,0.47,2000
4796,4795,ICO,Sony PlayStation 2,Sony Computer Entertainment,Team ICO,8.8,,0.47,2001
4841,4840,Downhill Domination,Sony PlayStation 2,Sony Computer Entertainment,Incognito Inc.,8.0,,0.47,2003
4845,4844,Knack 2,Sony Playstation 4,Sony Interactive Entertainment,SIE Japan Studio,6.7,7.6,0.47,2017
4893,4892,SingStar Amped,Sony PlayStation 2,Sony Computer Entertainment,Sony Computer Entertainment America,7.5,,0.46,2007
4903,4902,NHL FaceOff '97,Sony PlayStation,Sony Computer Entertainment,Killer Game,8.0,,0.46,1996
4910,4909,The Mark of Kri,Sony PlayStation 2,Sony Computer Entertainment,SCE San Diego Studio,8.8,,0.46,2002
4912,4911,Jampack Winter 2003 (RP-M),Sony PlayStation 2,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.46,2003
4919,4918,Jak and Daxter: The Lost Frontier,Sony PlayStation 2,Sony Computer Entertainment,High Impact Games,7.5,,0.46,2009
4925,4924,Bloody Roar II,Sony PlayStation,Sony Computer Entertainment,Eighting / Raizing,8.2,,0.46,1999
4934,4933,Warhawk,Sony PlayStation,Sony Computer Entertainment,SingleTrac,8.7,,0.46,1995
5019,5018,SingStar Take That,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,,,0.45,2009
5025,5024,NHL FaceOff,Sony PlayStation,Sony Computer Entertainment,Sony Computer Entertainment America,9.0,,0.45,1995
5060,5059,Jampack Volume 13 (RP-M),Sony PlayStation 2,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.44,2005
5109,5108,SingStar Queen,Sony PlayStation 3,Sony Computer Entertainment,SCEE London Studio,6.8,,0.44,2009
5122,5121,Grind Session,Sony PlayStation,Sony Computer Entertainment,Shaba Games,7.6,,0.44,2000
5149,5148,SingStar Motown,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,,,0.44,2009
5164,5163,Primal,Sony PlayStation 2,Sony Computer Entertainment,SCEE Cambridge,7.1,,0.43,2003
5181,5180,DanceStar Party,Sony PlayStation 3,Sony Computer Entertainment,SCEE London Studio,,,0.43,2011
5183,5182,MLB 2002,Sony PlayStation,Sony Computer Entertainment,989 Sports,,,0.43,2001
5184,5183,MLB 14 The Show,Sony PlayStation 3,Sony Computer Entertainment America,SCE San Diego Studio,8.2,,0.43,2014
5209,5208,EyeToy: AntiGrav,Sony PlayStation 2,Sony Computer Entertainment,Harmonix Music Systems,,,0.43,2004
5210,5209,EverQuest Online Adventures,Sony PlayStation 2,Sony Online Entertainment,Sony Online Entertainment,8.0,,0.43,2003
5214,5213,Cool Boarders,Sony PlayStation,Sony Computer Entertainment,UEP Systems,7.0,,0.43,1996
5256,5255,Rascal,Sony PlayStation,Sony Computer Entertainment,Traveller's Tales,2.0,,0.42,1998
5284,5283,Arc the Lad III,Sony PlayStation,Sony Computer Entertainment,ARC Entertainment,,,0.42,1999
5304,5303,MLB 08: The Show,Sony PlayStation 2,Sony Computer Entertainment,SCEA San Diego Studios,8.0,,0.42,2008
5350,5349,Jampack Volume 10,Sony PlayStation 2,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.41,2004
5352,5351,NFL GameDay 2004,Sony PlayStation 2,Sony Computer Entertainment,989 Sports,8.0,,0.41,2003
5361,5360,MLB 10: The Show,Sony PlayStation 2,Sony Computer Entertainment,SCEA San Diego Studios,,,0.41,2010
5369,5368,Cool Boarders 2001,Sony PlayStation,Sony Computer Entertainment,Idol Minds Digital Entertainment,4.0,,0.41,2000
5388,5387,Boku no Natsuyasumi 2: Umi no Bouken Hen,Sony PlayStation 2,Sony Computer Entertainment,Millennium Kitchen,,,0.41,2002
5403,5402,Rogue Galaxy: Director's Cut,Sony PlayStation 2,Sony Computer Entertainment,Level 5,,,0.41,2007
5405,5404,Armored Core,Sony PlayStation,Sony Computer Entertainment,From Software,7.2,,0.41,1997
5420,5419,Buzz! Junior: Jungle Party,Sony PlayStation 2,Sony Computer Entertainment,Cohort Studios,7.0,,0.41,2007
5451,5450,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,Sony PlayStation,Sony Computer Entertainment,Various,,,0.4,2003
5453,5452,NFL GameDay 2002,Sony PlayStation,Sony Computer Entertainment,989 Sports,,,0.4,2001
5466,5465,NFL GameDay 2003,Sony PlayStation 2,Sony Computer Entertainment,989 Sports,7.0,,0.4,2002
5479,5478,Pet in TV,Sony PlayStation,Sony Computer Entertainment,SCE,,,0.4,1998
5489,5488,MLB 15: The Show,Sony PlayStation 3,Sony Computer Entertainment,SCE San Diego Studio,,,0.4,2015
5509,5508,MLB 2006,Sony PlayStation 2,Sony Computer Entertainment,989 Sports,8.7,,0.4,2005
5537,5536,Boku no Natsuyasumi,Sony PlayStation,Sony Computer Entertainment,Millennium Kitchen,,,0.4,2000
5570,5569,Bloody Roar,Sony PlayStation,Sony Computer Entertainment,Eighting / Raizing,8.6,,0.39,1998
5615,5614,Jampack Winter 2003 (RP-T),Sony PlayStation 2,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.39,2003
5682,5681,NFL GameDay 2002,Sony PlayStation 2,Sony Computer Entertainment,Red Zone Entertainment,6.0,,0.38,2001
5696,5695,ESPN Extreme Games,Sony PlayStation,Sony Computer Entertainment,Sony Interactive Studios America,5.0,,0.38,1995
5724,5723,MediEvil II,Sony PlayStation,Sony Computer Entertainment,SCEE,,,0.38,2000
5761,5760,EyeToy Play 2,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,,,0.38,2005
5767,5766,MLB 16: The Show,Sony PlayStation 3,Sony Computer Entertainment,SCE San Diego Studio,,,0.38,2016
5789,5788,Firewall: Zero Hour,Sony Playstation 4,Sony Interactive Entertainment,First Contact Entertainment Inc.,,,0.37,2018
5790,5789,Kileak: The DNA Imperative,Sony PlayStation,Sony Computer Entertainment,Genki,3.0,,0.37,1995
5814,5813,Yarudora Series Vol.1: Double Cast,Sony PlayStation,Sony Computer Entertainment,Sugar & Rockets,,,0.37,1998
5916,5915,Okage: Shadow King,Sony PlayStation 2,Sony Computer Entertainment,Zener Works,,,0.36,2001
5926,5925,NFL GameDay 2001,Sony PlayStation 2,Sony Computer Entertainment,989 Sports,,,0.36,2000
5955,5954,Arc the Lad: Twilight of the Spirits,Sony PlayStation 2,Sony Computer Entertainment,Cattle Call,7.3,8.5,0.36,2003
5977,5976,Formula 1 Championship Edition,Sony PlayStation,Sony Computer Entertainment,Bizarre Creations,8.5,,0.36,1997
5984,5983,Blasto,Sony PlayStation,Sony Computer Entertainment,Unknown,4.6,,0.35,1998
6047,6046,Gravity Rush 2,Sony Playstation 4,Sony Interactive Entertainment,SIE Japan Studio,8.0,8.1,0.35,2017
6080,6079,Kurushi Final: Mental Blocks,Sony PlayStation,Sony Computer Entertainment,SCEI,,,0.34,1999
6095,6094,WipEout 3,Sony PlayStation,Sony Computer Entertainment,Psygnosis,9.1,,0.34,1999
6117,6116,MotorStorm: Arctic Edge,Sony PlayStation 2,Sony Computer Entertainment,Virtuos,7.4,,0.34,2009
6130,6129,Twisted Metal,Sony PlayStation 3,Sony Computer Entertainment,Eat Sleep Play,9.0,,0.34,2012
